row_label_raw,row_label_full,Họ và tên,Chức vụ,Năm 2021,Năm 2020,numeric__Chức vụ,numeric__Năm 2021,numeric__Năm 2020
,,,,VND,VND,,,
Ông Trần Công Kha,Ông Trần Công Kha,Ông Trần Công Kha,Chù tịch HĐQT,792.892.085,729.372.000,,792892085.0,729372000.0
Ông Trần Công Kha,Ông Trần Công Kha,Ông Trần Công Kha,Thành viên HĐQT,,,,,
Ông Lê Thanh Hưng,Ông Trần Công Kha > Ông Lê Thanh Hưng,Ông Lê Thanh Hưng,Tổng Giám đốc,767.808.000,645.809.500,,767808000.0,645809500.0
Ông Trần Ngọc Thuận,Ông Trần Công Kha > Ông Trần Ngọc Thuận,Ông Trần Ngọc Thuận,Thành viên HĐQT,892.001.123,820.548.000,,892001123.0,820548000.0
Ông Huỳnh Văn Bảo,Ông Trần Công Kha > Ông Huỳnh Văn Bảo,Ông Huỳnh Văn Bảo,Thành viên HĐQT,867.215.392,797.760.000,,867215392.0,797760000.0
Ông Hà Văn Khương,Ông Trần Công Kha > Ông Hà Văn Khương,Ông Hà Văn Khương,Thành viên HĐQT,792.892.085,729.372.000,,792892085.0,729372000.0
Ông Phạm Văn Thành,Ông Trần Công Kha > Ông Phạm Văn Thành,Ông Phạm Văn Thành,Thành viên HĐQT,792.892.085,729.372.000,,792892085.0,729372000.0
Ông Phan Mạnh Hùng,Ông Trần Công Kha > Ông Phan Mạnh Hùng,Ông Phan Mạnh Hùng,Thành viên HĐQT,120.268.020,108.312.000,,120268020.0,108312000.0
Ông Nguyễn Hay,Ông Trần Công Kha > Ông Nguyễn Hay,Ông Nguyễn Hay,Thành viên HĐQT,120.268.020,108.312.000,,120268020.0,108312000.0
Ông Nguyễn Tiến Đức,Ông Trần Công Kha > Ông Nguyễn Tiến Đức,Ông Nguyễn Tiến Đức,Phó Tổng Giám đốc,792.892.085,729.372.000,,792892085.0,729372000.0
Ông Trương Minh Trung,Ông Trần Công Kha > Ông Trương Minh Trung,Ông Trương Minh Trung,Phó Tổng Giám đốc,792.892.085,729.372.000,,792892085.0,729372000.0
Ông Lê Thanh Tú,Ông Trần Công Kha > Ông Lê Thanh Tú,Ông Lê Thanh Tú,Phó Tổng Giám đốc,792.892.085,729.372.000,,792892085.0,729372000.0
Ông Trần Thanh Phụng,Ông Trần Công Kha > Ông Trần Thanh Phụng,Ông Trần Thanh Phụng,Phó Tổng Giám đốc,767.808.000,645.809.500,,767808000.0,645809500.0
Cộng,Ông Trần Công Kha > Cộng,Cộng,,8.292.721.065,7.502.783.000,,8292721065.0,7502783000.0
