row_label_raw,row_label_full,20.2. Chi phí phải trả dài hạn,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
- Chi phí khác,- Chi phí khác,- Chi phí khác,101.771.974.346,71.600.662.082,101771974346.0,71600662082.0
Cộng,Cộng,Cộng,101.771.974.346,71.600.662.082,101771974346.0,71600662082.0
