row_label_raw,row_label_full,- Giá vốn sản xuất và kinh doanh mù cao su,12.578.663.886.938,10.320.541.550.501,numeric__12.578.663.886.938,numeric__10.320.541.550.501
- Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,- Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,- Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,1.447.355.562.132,1.267.237.816.657,1447355562132.0,1267237816657.0
- Giá vốn chế biến gỗ,- Giá vốn chế biến gỗ,- Giá vốn chế biến gỗ,3.222.474.632.753,2.986.744.461.069,3222474632753.0,2986744461069.0
"- Giá vốn kinh doanh bắt động sản, cơ sở hạ tầng","- Giá vốn kinh doanh bắt động sản, cơ sở hạ tầng","- Giá vốn kinh doanh bắt động sản, cơ sở hạ tầng",205.927.948.243,317.065.364.313,205927948243.0,317065364313.0
- Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng KCN,5.380.522.104,5.179.449.355,5380522104.0,5179449355.0
"- Giá vốn dịch vụ kinh doanh điện, nước","- Giá vốn dịch vụ kinh doanh điện, nước","- Giá vốn dịch vụ kinh doanh điện, nước",45.898.992.658,28.668.331.017,45898992658.0,28668331017.0
- Giá vốn dịch vụ khách sạn,- Giá vốn dịch vụ khách sạn,- Giá vốn dịch vụ khách sạn,320.844.922,480.909.348,320844922.0,480909348.0
- Giá vốn kinh doanh điện năng,- Giá vốn kinh doanh điện năng,- Giá vốn kinh doanh điện năng,284.635.009.755,255.421.696.978,284635009755.0,255421696978.0
- Giá vốn khác,- Giá vốn khác,- Giá vốn khác,823.647.498.213,1.335.779.538.374,823647498213.0,1335779538374.0
Cộng,Cộng,Cộng,18.614.304.897.718,16.517.119.117.612,18614304897718.0,16517119117612.0
