row_label_raw,row_label_full,Chỉ tiêu > Số dư đầu năm trước > - Tăng trong năm trước > - Lãi/lỗ trong năm trước > - Giảm trong năm trước,Vốn góp của chủ sở hữu > 40.000.000.000.000,Thặng dư vốn cổ phần > 130.155.637.008 > (1.665.190.548),Vốn khác của chủ sở hữu > 10.591.031.002,Cổ phiếu quỹ > (107.526.753.018) > 35.694.596.234,Chênh lệch đánh giá lại tài sản > (1.598.154.951.677) > 21.629.284.413,Chênh lệch tỷ giá > 1.160.376.006.527 > (132.866.972.832),Cộng > 39.595.440.969.842 > 57.323.880.647 > - > (134.532.163.380),numeric__Vốn góp của chủ sở hữu > 40.000.000.000.000,numeric__Thặng dư vốn cổ phần > 130.155.637.008 > (1.665.190.548),numeric__Vốn khác của chủ sở hữu > 10.591.031.002,numeric__Cổ phiếu quỹ > (107.526.753.018) > 35.694.596.234,numeric__Chênh lệch đánh giá lại tài sản > (1.598.154.951.677) > 21.629.284.413,numeric__Chênh lệch tỷ giá > 1.160.376.006.527 > (132.866.972.832),numeric__Cộng > 39.595.440.969.842 > 57.323.880.647 > - > (134.532.163.380)
- Giảm khác,- Giảm khác,- Giảm khác,,,,,,,-,,,,,,,
Số dư đầu năm nay,- Giảm khác > Số dư đầu năm nay,Số dư đầu năm nay,40.000.000.000.000,128.490.446.460,10.591.031.002,(71.832.156.784),(1.576.525.667.264),1.027.509.033.695,39.518.232.687.109,40000000000000.0,128490446460.0,10591031002.0,-71832156784.0,-1576525667264.0,1027509033695.0,39518232687109.0
- Tăng trong năm,- Giảm khác > - Tăng trong năm,- Tăng trong năm,,24.959.276.698,,70.872.588.473,,,95.831.865.171,,24959276698.0,,70872588473.0,,,95831865171.0
- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,,,,,,,-,,,,,,,
- Giảm trong năm,- Lãi/lỗ trong năm > - Giảm trong năm,- Giảm trong năm,,,,,(1.239.000.000),(580.641.948.380),(581.880.948.380),,,,,-1239000000.0,-580641948380.0,-581880948380.0
Số dư cuối năm,- Lãi/lỗ trong năm > Số dư cuối năm,Số dư cuối năm,40.000.000.000.000,153.449.723.158,10.591.031.002,(959.568.311),(1.577.764.667.264),446.867.085.315,39.032.183.603.900,40000000000000.0,153449723158.0,10591031002.0,-959568311.0,-1577764667264.0,446867085315.0,39032183603900.0
