row_label_raw,row_label_full,col_0,31/12/2021 > Giá gốc,31/12/2021 > Điều chỉnh theo phương pháp VCSH,31/12/2021 > Giá trị hợp lý,01/01/2021 > Giá gốc,01/01/2021 > Điều chỉnh theo phương pháp VCSH,01/01/2021 > Giá trị hợp lý,numeric__31/12/2021 > Giá gốc,numeric__31/12/2021 > Điều chỉnh theo phương pháp VCSH,numeric__31/12/2021 > Giá trị hợp lý,numeric__01/01/2021 > Giá gốc,numeric__01/01/2021 > Điều chỉnh theo phương pháp VCSH,numeric__01/01/2021 > Giá trị hợp lý
"02.2. Đầu tư vào công ty liên doanh, liên kết","02.2. Đầu tư vào công ty liên doanh, liên kết","02.2. Đầu tư vào công ty liên doanh, liên kết",2.028.396.288.412,301.387.142.390,2.329.783.430.802,2.028.843.188.412,589.047.813.395,2.617.891.001.807,2028396288412.0,301387142390.0,2329783430802.0,2028843188412.0,589047813395.0,2617891001807.0
Công ty Cổ phần Thống Nhất,Công ty Cổ phần Thống Nhất,Công ty Cổ phần Thống Nhất,48.139.152.723,33.529.805.112,81.668.957.835,48.139.152.723,52.708.141.300,100.847.294.023,48139152723.0,33529805112.0,81668957835.0,48139152723.0,52708141300.0,100847294023.0
Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,8.749.737.281,(2.800.282.469),5.949.454.812,8.749.737.281,(2.149.082.502),6.600.654.779,8749737281.0,-2800282469.0,5949454812.0,8749737281.0,-2149082502.0,6600654779.0
Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,58.397.844.479,31.400.153.222,89.797.997.701,58.397.844.479,40.192.373.022,98.590.217.501,58397844479.0,31400153222.0,89797997701.0,58397844479.0,40192373022.0,98590217501.0
Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,26.350.000.000,19.169.950.921,45.519.950.921,26.350.000.000,35.165.327.324,61.515.327.324,26350000000.0,19169950921.0,45519950921.0,26350000000.0,35165327324.0,61515327324.0
Công ty Cổ phần Gỗ MDF VRG - Dongwha,Công ty Cổ phần Gỗ MDF VRG - Dongwha,Công ty Cổ phần Gỗ MDF VRG - Dongwha,1.004.392.840.663,302.004.777.197,1.306.397.617.860,1.004.392.840.663,229.689.159.755,1.234.082.000.418,1004392840663.0,302004777197.0,1306397617860.0,1004392840663.0,229689159755.0,1234082000418.0
Công ty Đầu tư Phát triển VRG Long Thành,Công ty Đầu tư Phát triển VRG Long Thành,Công ty Đầu tư Phát triển VRG Long Thành,33.028.561.253,26.126.124.602,59.154.685.855,33.028.561.253,239.440.504.472,272.469.065.725,33028561253.0,26126124602.0,59154685855.0,33028561253.0,239440504472.0,272469065725.0
Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,95.141.496.684,(61.789.871.349),33.351.625.335,95.141.496.684,(59.060.824.767),36.080.671.917,95141496684.0,-61789871349.0,33351625335.0,95141496684.0,-59060824767.0,36080671917.0
Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,57.440.573.000,44.675.825.341,102.116.398.341,57.440.573.000,42.316.099.937,99.756.672.937,57440573000.0,44675825341.0,102116398341.0,57440573000.0,42316099937.0,99756672937.0
Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,9.768.852.055,(1.891.134.722),7.877.717.333,9.768.852.055,13.042.678.913,22.811.530.968,9768852055.0,-1891134722.0,7877717333.0,9768852055.0,13042678913.0,22811530968.0
Công ty Cổ phần Lộc Thịnh,Công ty Cổ phần Lộc Thịnh,Công ty Cổ phần Lộc Thịnh,36.000.000.000,-,36.000.000.000,36.000.000.000,76.495.263.115,112.495.263.115,36000000000.0,,36000000000.0,36000000000.0,76495263115.0,112495263115.0
Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,150.850.230.247,(176.518.864.709),(25.668.634.462),150.850.230.247,(150.506.965.446),343.264.801,150850230247.0,-176518864709.0,-25668634462.0,150850230247.0,-150506965446.0,343264801.0
Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,8.086.578.953,(340.797.868),7.745.781.085,8.086.578.953,(323.165.518),7.763.413.435,8086578953.0,-340797868.0,7745781085.0,8086578953.0,-323165518.0,7763413435.0
