row_label_raw,row_label_full,- Chi phí nhân viên,974.285.459.894,785.760.062.491,numeric__974.285.459.894,numeric__785.760.062.491
- Chi phí vật liệu,- Chi phí vật liệu,- Chi phí vật liệu,37.877.651.959,32.301.636.403,37877651959.0,32301636403.0
"- Chi phí dụng cụ, đồ dùng","- Chi phí dụng cụ, đồ dùng","- Chi phí dụng cụ, đồ dùng",19.488.772.585,9.430.471.289,19488772585.0,9430471289.0
- Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,87.010.456.193,85.402.575.096,87010456193.0,85402575096.0
"- Thuế, phí và lệ phí","- Thuế, phí và lệ phí","- Thuế, phí và lệ phí",35.227.021.151,32.356.531.084,35227021151.0,32356531084.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,109.953.166.428,155.191.523.134,109953166428.0,155191523134.0
- Trích Quỹ khoa học công nghệ,- Trích Quỹ khoa học công nghệ,- Trích Quỹ khoa học công nghệ,4.216.194.173,208.377.059.763,4216194173.0,208377059763.0
- Chi phí dự phòng,- Chi phí dự phòng,- Chi phí dự phòng,(3.742.548.033),(15.437.655.981),-3742548033.0,-15437655981.0
- Chi phí khác (*),- Chi phí khác (*),- Chi phí khác (*),417.663.112.612,480.678.073.985,417663112612.0,480678073985.0
Cộng,Cộng,Cộng,1.681.979.286.962,1.774.060.277.264,1681979286962.0,1774060277264.0
