row_label_raw,row_label_full,06.2 Phải thu dài hạn khác,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
- Lãi vay phải thu,- Lãi vay phải thu,- Lãi vay phải thu,12.530.738.798,12.896.232.267,12530738798.0,12896232267.0
"- Cảm cố, ký quỹ, ký cược","- Cảm cố, ký quỹ, ký cược","- Cảm cố, ký quỹ, ký cược",70.555.697.212,78.543.274.246,70555697212.0,78543274246.0
- Phải thu người lao động,- Phải thu người lao động,- Phải thu người lao động,178.628.077,178.628.077,178628077.0,178628077.0
- Phải thu về các khoản góp vốn hợp tác kinh doanh,- Phải thu về các khoản góp vốn hợp tác kinh doanh,- Phải thu về các khoản góp vốn hợp tác kinh doanh,39.930.131.423,37.534.860.167,39930131423.0,37534860167.0
- Phải thu dài hạn khác,- Phải thu dài hạn khác,- Phải thu dài hạn khác,116.854.941.106,107.332.157.095,116854941106.0,107332157095.0
Cộng,Cộng,Cộng,240.050.136.616,236.485.151.852,240050136616.0,236485151852.0
