row_label_raw,row_label_full,10. Thu nhập khác,Năm 2021,Năm 2020,numeric__Năm 2021,numeric__Năm 2020
"- Thu nhập từ cây cao su thanh lý, gầy đồ","- Thu nhập từ cây cao su thanh lý, gầy đồ","- Thu nhập từ cây cao su thanh lý, gầy đồ",402.685.040.820,260.584.993.936,402685040820.0,260584993936.0
"- Thanh lý, nhượng bán TSCĐ","- Thanh lý, nhượng bán TSCĐ","- Thanh lý, nhượng bán TSCĐ",38.319.836.886,49.741.200.585,38319836886.0,49741200585.0
- Tiền bồi thường,- Tiền bồi thường,- Tiền bồi thường,100.200.654.145,971.348.968.180,100200654145.0,971348968180.0
- Tiền phạt thu được,- Tiền phạt thu được,- Tiền phạt thu được,4.068.915.125,2.081.773.575,4068915125.0,2081773575.0
- Thu nhập từ sửa chữa đường lô và các hoạt động hoàn nguyên trong vườn cây cao su,- Thu nhập từ sửa chữa đường lô và các hoạt động hoàn nguyên trong vườn cây cao su,- Thu nhập từ sửa chữa đường lô và các hoạt động hoàn nguyên trong vườn cây cao su,982.950.000,3.268.209.710,982950000.0,3268209710.0
"- Nhượng bán vật tư, phế liệu","- Nhượng bán vật tư, phế liệu","- Nhượng bán vật tư, phế liệu",12.203.129.131,8.177.392.194,12203129131.0,8177392194.0
- Hoàn nhập Quỹ PT khoa học công nghệ,- Hoàn nhập Quỹ PT khoa học công nghệ,- Hoàn nhập Quỹ PT khoa học công nghệ,2.222.605.050,2.099.364.758,2222605050.0,2099364758.0
- Nhận hỗ trợ từ Quỹ Bảo hiểm xuất khẩu cao su,- Nhận hỗ trợ từ Quỹ Bảo hiểm xuất khẩu cao su,- Nhận hỗ trợ từ Quỹ Bảo hiểm xuất khẩu cao su,7.602.109.873,11.307.091.269,7602109873.0,11307091269.0
- Thu nhập từ trồng xen canh cây nông nghiệp trong vườn cao su,- Thu nhập từ trồng xen canh cây nông nghiệp trong vườn cao su,- Thu nhập từ trồng xen canh cây nông nghiệp trong vườn cao su,54.488.989.742,37.730.747.690,54488989742.0,37730747690.0
- Các khoản khác,- Các khoản khác,- Các khoản khác,422.193.224.074,123.121.168.755,422193224074.0,123121168755.0
Cộng,Cộng,Cộng,1.044.967.454.846,1.469.460.910.652,1044967454846.0,1469460910652.0
