row_label_raw,row_label_full,03.1. Phải thu ngắn hạn của khách hàng,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,342.025.474.831,320.866.181.336,342025474831.0,320866181336.0
Phải thu khách hàng mua mù cao xu xuất khẩu,Phải thu khách hàng mua mù cao xu xuất khẩu,Phải thu khách hàng mua mù cao xu xuất khẩu,338.281.240.495,198.997.737.999,338281240495.0,198997737999.0
"Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ",327.663.621.960,315.881.418.972,327663621960.0,315881418972.0
Phải thu khách hàng về hoạt động sản xuất kinh doanh diện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh diện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh diện năng,97.786.097.738,46.216.315.083,97786097738.0,46216315083.0
"Phải thu khách hàng mua cây cao su thanh lý, gấy đồ","Phải thu khách hàng mua cây cao su thanh lý, gấy đồ","Phải thu khách hàng mua cây cao su thanh lý, gấy đồ",15.421.321.994,23.446.581.719,15421321994.0,23446581719.0
"Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng",-,1.090.300.200,,1090300200.0
"Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị",6.595.162.286,9.710.983.312,6595162286.0,9710983312.0
"Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình","Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình","Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình",1.060.465.250,273.711.250,1060465250.0,273711250.0
Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,4.166.068,4.166.068,4166068.0,4166068.0
"Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư",70.000.729.168,97.059.732.638,70000729168.0,97059732638.0
Phải thu khách hàng hoạt động cho thuê tài sản,Phải thu khách hàng hoạt động cho thuê tài sản,Phải thu khách hàng hoạt động cho thuê tài sản,5.636.480.529,5.027.690.252,5636480529.0,5027690252.0
"Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác",101.340.590.216,267.133.678.982,101340590216.0,267133678982.0
Cộng,Cộng,Cộng,1.305.815.350.535,1.285.708.497.811,1305815350535.0,1285708497811.0
