row_label_raw,row_label_full,STT,Tên công ty,Báo cáo tài chính tham gia hợp nhất,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất
95,95,95,Công ty TNHH Cao su Phước Hòa - Đắk Lắk,Báo cáo tài chính,,
96,96,96,Công ty CP Cao su Điện Biên - Mường Nhé,Báo cáo tài chính đã được kiểm toán,,
97,97,97,Công ty TNHH MTV Cao su Qua Van - Quảng Trị,Báo cáo tài chính chuyển đổi đã được kiểm toán,,
98,98,98,Công ty CP xuất khẩu cao su VRG Nhật Bản,Báo cáo tài chính,,
99,99,99,Công ty Cổ phần Gỗ Lộc Ninh,Báo cáo tài chính đã được kiểm toán,,
100,100,100,Công ty TNHH Cao su và Lâm nghiệp Phước Hòa Đắk Lắk,Báo cáo tài chính,,
101,101,101,Công ty TNHH Sản xuất Gỗ Cao su Kon Tum,Báo cáo tài chính đã được kiểm toán,,
102,102,102,Công ty CP Thành phố Nội thất Việt Nam,Báo cáo tài chính,,
103,103,103,Công ty CP Thống Nhất,Báo cáo tài chính đã được kiểm toán,,
104,104,104,Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,Báo cáo tài chính đã được kiểm toán,,
105,105,105,Công ty TNHH Nghiên cứu Khoa học và SXTN Cao su Visorutex,Báo cáo tài chính đã được kiểm toán,,
106,106,106,Công ty CP ĐTXD CSHT Bình Phước,Báo cáo tài chính,,
107,107,107,Công ty CP KD BOT Đường ĐT.741,Báo cáo tài chính,,
108,108,108,Công ty CP Gỗ MDF VRG DONG WHA,Báo cáo tài chính đã được kiểm toán,,
109,109,109,Công ty CP ĐTPT VRG Long Thành,Báo cáo tài chính,,
110,110,110,Công ty CP Cao su TP. Hồ Chí Minh,Báo cáo tài chính đã được kiểm toán,,
111,111,111,Công ty CP Cao su Bến Thành,Báo cáo tài chính đã được kiểm toán,,
112,112,112,Công ty CP Xây dựng Cao su Đồng Nai,Báo cáo tài chính đã được kiểm toán,,
113,113,113,Công ty CP Lộc Thịnh,Báo cáo tài chính đã được kiểm toán,,
114,114,114,Công ty CP Chỉ sợi Cao su VRG Sa do,Báo cáo tài chính đã được kiểm toán,,
115,115,115,Công ty CP Chế biến Gỗ Cao su Chư Păng,Báo cáo tài chính đã được kiểm toán,,
116,116,116,Công ty CP Phát triển Nông nghiệp và Đô thị Việt Mỹ Hà Tĩnh,Báo cáo tài chính,,
117,117,117,Công ty TNHH Công nghiệp và Đầu tư Nam Tân Uyên,Báo cáo tài chính,,
118,118,118,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,Báo cáo tài chính đã được kiểm toán,,
