row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,102.424.705,82.887.292,,102424705.0,82887292.0
02.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02.,02.,Chỉ phí lãi và các chi phí tương tự đã trả,(52.210.737),(42.193.852),,-52210737.0,-42193852.0
03.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03.,03.,Thu nhập từ hoạt động dịch vụ nhận được,6.015.156,4.953.100,,6015156.0,4953100.0
04.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04.,04.,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",3.525.665,2.473.910,,3525665.0,2473910.0
05.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05.,05.,Thu nhập/(Chỉ phí) khác,4.505.276,(58.016),,4505276.0,-58016.0
06.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06.,06.,"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro",5.362.486,3.244.952,,5362486.0,3244952.0
07.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07.,07.,"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",(17.193.419),(16.694.320),,-17193419.0,-16694320.0
08.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08.,08.,Tiền thuế thu nhập thực nộp trong năm,(1.911.799),(4.000.535),,-1911799.0,-4000535.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,50.517.333,30.612.531,,50517333.0,30612531.0
,,,Những thay đối về tài sản hoạt động,(219.036.702),(201.831.648),,-219036702.0,-201831648.0
09.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09.,09.,(Tăng) các khoản tiền gửi và cho vay các TCTD khác,(27.273.637),(9.749.589),,-27273637.0,-9749589.0
10.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10.,10.,Giảm/(tăng) các khoản về kinh doanh chứng khoán,6.188.335,(59.249.249),,6188335.0,-59249249.0
11.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11.,11.,(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,(1.603.937),(1.317.668),,-1603937.0,-1317668.0
12.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12.,12.,(Tăng) các khoản cho vay khách hàng,(144.153.942),(115.334.497),,-144153942.0,-115334497.0
13.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 13.,13.,"(Giảm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất",(20.194.345),(5.174.930),,-20194345.0,-5174930.0
14.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14.,14.,(Tăng) khác về tài sản hoạt động,(31.999.176),(11.005.715),,-31999176.0,-11005715.0
,,,Những thay đối về công nợ hoạt động,252.983.098,176.620.626,,252983098.0,176620626.0
15.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15.,15.,Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,71.484.898,(11.302.784),,71484898.0,-11302784.0
16.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16.,16.,Tăng các khoản tiền gửi và đi vay các TCTD khác,70.595.997,10.314.731,,70595997.0,10314731.0
17.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17.,17.,Tăng tiền gửi của khách hàng,87.327.921,171.516.828,,87327921.0,171516828.0
18.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 18.,18.,Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),26.873.634,4.621.215,,26873634.0,4621215.0
19.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 19.,19.,"(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(135.729),(205.321),,-135729.0,-205321.0
20.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20.,20.,(Giảm)/Tăng khác về công nợ hoạt động,(3.163.623),1.675.957,,-3163623.0,1675957.0
I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,84.463.729,5.401.509,,84463729.0,5401509.0
