row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,Số cuối năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH_1,Số cuối năm > Tỷ lệ sở hữu của ngân hàng,Số đầu năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,Số đầu năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH_1,Số đầu năm > Tỷ lệ sở hữu của ngân hàng,numeric__Số cuối năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,numeric__Số cuối năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH_1,numeric__Số cuối năm > Tỷ lệ sở hữu của ngân hàng,numeric__Số đầu năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH,numeric__Số đầu năm > Giá trị ròng của khoản đầu tư theo phương pháp VCSH_1,numeric__Số đầu năm > Tỷ lệ sở hữu của ngân hàng
,,,Giá gốc quy đối,Triệu VND,%,Giá gốc quy đối,Triệu VND,%,,,,,,
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,1.688.788,3.303.160,50,1.688.788,3.073.356,50,1688788.0,3303160.0,50.0,1688788.0,3073356.0,50.0
,,,,3.303.160,,1.688.788,3.073.356,,,3303160.0,,1688788.0,3073356.0,
