row_label_raw,row_label_full,col_0,Chưa quá hạn vàchưa bị giảm giá,Đã quá hạnvà chưa bịgiảm giá,Đã bị giảmgiá và tríchlập dự phòng,Tổng cộng,numeric__Chưa quá hạn vàchưa bị giảm giá,numeric__Đã quá hạnvà chưa bịgiảm giá,numeric__Đã bị giảmgiá và tríchlập dự phòng,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Tiền gửi và cấp tín dụng chocác TCTD khác,Tiền gửi và cấp tín dụng chocác TCTD khác,Tiền gửi và cấp tín dụng chocác TCTD khác,242.431.953,-,-,242.431.953,242431953.0,,,242431953.0
- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,222.454.660,-,-,222.454.660,222454660.0,,,222454660.0
- Cấp tín dụng cho cácTCTD khác,- Cấp tín dụng cho cácTCTD khác,- Cấp tín dụng cho cácTCTD khác,19.977.293,-,-,19.977.293,19977293.0,,,19977293.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,1.211.740.669,1.293.299,61.787.741,1.274.821.709,1211740669.0,1293299.0,61787741.0,1274821709.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,180.381.776,30,-,180.381.806,180381776.0,30.0,,180381806.0
- Chứng khoán đầu tư sẵnsàng để bán,- Chứng khoán đầu tư sẵnsàng để bán,- Chứng khoán đầu tư sẵnsàng để bán,178.685.028,-,-,178.685.028,178685028.0,,,178685028.0
- Chứng khoán đầu tư giữđến ngày đáo hạn,- Chứng khoán đầu tư giữđến ngày đáo hạn,- Chứng khoán đầu tư giữđến ngày đáo hạn,1.696.748,30,-,1.696.778,1696748.0,30.0,,1696778.0
Tổng cộng,Tổng cộng,Tổng cộng,1.634.554.398,1.293.329,61.787.741,1.697.635.468,1634554398.0,1293329.0,61787741.0,1697635468.0
