row_label_raw,row_label_full,"I. Tổng số cán bộ, công nhân viên bình quân trong năm (người)",Năm nay > 24.830,Năm trước > 25.154,numeric__Năm nay > 24.830,numeric__Năm trước > 25.154
"II. Thu nhập của cán bộ, công nhân viên (triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (triệu đồng)",,,,
1. Tổng quỹ lương,"II. Thu nhập của cán bộ, công nhân viên (triệu đồng) > 1. Tổng quỹ lương",1. Tổng quỹ lương,9.213.531,8.183.156,9213531.0,8183156.0
2. Thu nhập khác,"II. Thu nhập của cán bộ, công nhân viên (triệu đồng) > 2. Thu nhập khác",2. Thu nhập khác,194.123,452.677,194123.0,452677.0
3. Tổng thu nhập (1+2),"II. Thu nhập của cán bộ, công nhân viên (triệu đồng) > 3. Tổng thu nhập (1+2)",3. Tổng thu nhập (1+2),9.407.654,8.635.833,9407654.0,8635833.0
4. Tiền lương bình quân tháng,"II. Thu nhập của cán bộ, công nhân viên (triệu đồng) > 4. Tiền lương bình quân tháng",4. Tiền lương bình quân tháng,"30,92","27,11",30.92,27.11
5. Thu nhập bình quân tháng,"II. Thu nhập của cán bộ, công nhân viên (triệu đồng) > 5. Thu nhập bình quân tháng",5. Thu nhập bình quân tháng,"31,57","28,61",31.57,28.61
