row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,752.618,1.899.732,752618.0,1899732.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,231.018,1.092.554,231018.0,1092554.0
Chứng khoán Nợ do các TCKT trong nước phát hành,Chứng khoán Nợ do các TCKT trong nước phát hành,Chứng khoán Nợ do các TCKT trong nước phát hành,521.600,807.178,521600.0,807178.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,870.349,623.075,870349.0,623075.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,387.238,178.563,387238.0,178563.0
Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,483.111,444.512,483111.0,444512.0
,,,1.622.967,2.522.807,1622967.0,2522807.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(216.784),(47.498),-216784.0,-47498.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(212.872),(41.444),-212872.0,-41444.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(3.912),(6.054),-3912.0,-6054.0
,,,1.406.183,2.475.309,1406183.0,2475309.0
