row_label_raw,row_label_full,col_0,Dự phòng chứng khoán đầu tư sẵn sàng để bán,Dự phòng chứng khoán đầu tư sẵn sàng để bán_1,Dự phòng chứng khoán đầu tư giữ đến,Dự phòng chứng khoán đầu tư giữ đến_1,numeric__Dự phòng chứng khoán đầu tư sẵn sàng để bán,numeric__Dự phòng chứng khoán đầu tư sẵn sàng để bán_1,numeric__Dự phòng chứng khoán đầu tư giữ đến,numeric__Dự phòng chứng khoán đầu tư giữ đến_1
,,,Dự phòng,Dự phòng giảm,Dự phòng chung,Tổng cộng,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,70.838,51.189,3.726,125.753,70838.0,51189.0,3726.0,125753.0
Dự phòng (hoàn nhập) trong năm,Dự phòng (hoàn nhập) trong năm,Dự phòng (hoàn nhập) trong năm,(40.963),(15.832),-,(56.795),-40963.0,-15832.0,,-56795.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,29.875,35.357,3.726,68.958,29875.0,35357.0,3726.0,68958.0
