row_label_raw,row_label_full,col_0,Ảnh hưởng,Ảnh hưởng_1,numeric__Ảnh hưởng,numeric__Ảnh hưởng_1
,,,Tuyết đối Tỷ VND,Tương đối %,,
Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,,
Tăng thu nhập lãi thuần,Khoản mục có biến động chủ yếu > Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,6.003,"34,1%",6003.0,0.341
Tăng lãi thuần hoạt động khác,Khoản mục có biến động chủ yếu > Tăng lãi thuần hoạt động khác,Tăng lãi thuần hoạt động khác,3.139,"17,8%",3139.0,0.17800000000000002
Tăng chi dự phòng rủi ro,Khoản mục có biến động chủ yếu > Tăng chi dự phòng rủi ro,Tăng chi dự phòng rủi ro,5.782,"32,9%",5782.0,0.32899999999999996
,,,3.360,"19,0%",3360.0,0.19
