row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Bảo lãnh vay vốn,39,7.692.271,3.237.485,,39.0,7692271.0,3237485.0
2.,2.,2.,Cam kết giao dịch hồi đoái,39,260.355.738,479.385.067,,39.0,260355738.0,479385067.0
,,,Cam kết mua ngoại tệ,,1.994.153,5.748.679,,,1994153.0,5748679.0
,,,Cam kết bán ngoại tệ,,1.903.759,5.964.386,,,1903759.0,5964386.0
,,,Cam kết giao dịch hoán đổi,,256.457.826,467.672.002,,,256457826.0,467672002.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,39,73.681.359,46.584.571,,39.0,73681359.0,46584571.0
4.,4.,4.,Bảo lãnh khác,39,78.231.151,60.180.414,,39.0,78231151.0,60180414.0
5.,5.,5.,Các cam kết khác,39,53.105.344,104.576.907,,39.0,53105344.0,104576907.0
6.,6.,6.,Lãi cho vay và phí phải thu chưa thu được,40,8.353.544,7.904.314,,40.0,8353544.0,7904314.0
7.,7.,7.,Nợ khó đòi đã xử lý,41,116.947.615,95.202.933,,41.0,116947615.0,95202933.0
8.,8.,8.,Tài sản và chứng từ khác,42,105.915.412,111.165.425,,42.0,105915412.0,111165425.0
