row_label_raw,row_label_full,col_0,31.12.2019Triệu VND,31.12.2018Triệu VND,numeric__31.12.2019Triệu VND,numeric__31.12.2018Triệu VND
Thương mại,Thương mại,Thương mại,49.850.300,45.579.351,49850300.0,45579351.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",941.014,865.023,941014.0,865023.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,23.763.927,23.455.156,23763927.0,23455156.0
Xây dựng,Xây dựng,Xây dựng,12.396.147,10.844.437,12396147.0,10844437.0
Dịch vụ cá nhân và công đồng,Dịch vụ cá nhân và công đồng,Dịch vụ cá nhân và công đồng,5.686.841,4.555.122,5686841.0,4555122.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",2.749.348,2.676.641,2749348.0,2676641.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,695.851,545.873,695851.0,545873.0
Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,4.547.891,3.523.773,4547891.0,3523773.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,2.563.235,2.702.848,2563235.0,2702848.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,16.120,10.206,16120.0,10206.0
Các ngành nghề khác,Các ngành nghề khác,Các ngành nghề khác,162.770.812,133.000.692,162770812.0,133000692.0
,,,265.981.486,227.759.122,265981486.0,227759122.0
