row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,1.039.632.585.535,630.686.837.331,300.0,,1039632585535.0,630686837331.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,586.432.424.269,503.035.845.929,310.0,,586432424269.0,503035845929.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,5.13,196.771.104.219,157.981.740.714,311.0,513.0,196771104219.0,157981740714.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,5.14,11.870.532.167,6.115.561.693,312.0,514.0,11870532167.0,6115561693.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,5.6,5.523.024.485,56.219.511,313.0,56.0,5523024485.0,56219511.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,4.352.175.205,6.842.236.016,314.0,,4352175205.0,6842236016.0
5. Phải trả ngắn hạn khác,5. Phải trả ngắn hạn khác,5. Phải trả ngắn hạn khác,319,5.10,3.202.922.046,2.864.491.260,319.0,510.0,3202922046.0,2864491260.0
6. Vay và nợ thuê tài chính ngắn hạn,6. Vay và nợ thuê tài chính ngắn hạn,6. Vay và nợ thuê tài chính ngắn hạn,320,5.15,364.130.606.839,329.021.191.692,320.0,515.0,364130606839.0,329021191692.0
"7. Quỹ khen thưởng, phúc lợi","7. Quỹ khen thưởng, phúc lợi","7. Quỹ khen thưởng, phúc lợi",322,,582.059.308,154.405.043,322.0,,582059308.0,154405043.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,453.200.161.266,127.650.991.402,330.0,,453200161266.0,127650991402.0
1. Vay và nợ thuê tài chính dài hạn,1. Vay và nợ thuê tài chính dài hạn,1. Vay và nợ thuê tài chính dài hạn,338,5.16,156.262.661.266,127.650.991.402,338.0,516.0,156262661266.0,127650991402.0
2. Trái phiếu chuyển đổi,2. Trái phiếu chuyển đổi,2. Trái phiếu chuyển đổi,339,5.17,296.937.500.000,-,339.0,517.0,296937500000.0,
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,781.203.839.761,732.855.028.322,400.0,,781203839761.0,732855028322.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,5.18,781.203.839.761,732.855.028.322,410.0,518.0,781203839761.0,732855028322.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,494.999.880.000,396.000.000.000,411.0,,494999880000.0,396000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,494.999.880.000,396.000.000.000,,,494999880000.0,396000000000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,147.408.567.329,147.501.567.329,412.0,,147408567329.0,147501567329.0
3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,,31.886.168.760,28.259.154.646,418.0,,31886168760.0,28259154646.0
4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,420,,11.612.477.781,12.488.690.781,420.0,,11612477781.0,12488690781.0
5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,421,,95.296.745.891,148.605.615.566,421.0,,95296745891.0,148605615566.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,40.538.200.281,112.335.474.421,,,40538200281.0,112335474421.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,54.758.545.610,36.270.141.145,,,54758545610.0,36270141145.0
TỔNG CỔNG NGUỒN VỐN,TỔNG CỔNG NGUỒN VỐN,TỔNG CỔNG NGUỒN VỐN,440,,1.820.836.425.296,1.363.541.865.653,440.0,,1820836425296.0,1363541865653.0
