row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,807.996.288.735,672.369.143.719,100.0,,807996288735.0,672369143719.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5.1,340.135.133.873,327.833.894.721,110.0,51.0,340135133873.0,327833894721.0
1. Tiền,1. Tiền,1. Tiền,111,,184.950.133.873,114.011.220.721,111.0,,184950133873.0,114011220721.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,155.185.000.000,213.822.674.000,112.0,,155185000000.0,213822674000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,-,30.000.000.000,120.0,,,30000000000.0
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,,-,30.000.000.000,123.0,,,30000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,261.828.536.864,172.609.486.420,130.0,,261828536864.0,172609486420.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,5.2,95.744.225.206,118.992.180.882,131.0,52.0,95744225206.0,118992180882.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,5.3,75.157.215.135,3.412.105.895,132.0,53.0,75157215135.0,3412105895.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,5.4,90.927.096.523,50.204.784.922,136.0,54.0,90927096523.0,50204784922.0
4. Tài sản thiếu chờ xử lý,4. Tài sản thiếu chờ xử lý,4. Tài sản thiếu chờ xử lý,139,,-,414.721,139.0,,,414721.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,5.5,185.010.410.221,131.789.048.982,140.0,55.0,185010410221.0,131789048982.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,185.010.410.221,131.789.048.982,141.0,,185010410221.0,131789048982.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,21.022.207.777,10.136.713.596,150.0,,21022207777.0,10136713596.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,14.666.447.772,8.263.699.117,151.0,,14666447772.0,8263699117.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,6.355.760.005,580.125.510,152.0,,6355760005.0,580125510.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,5.6,-,1.292.888.969,153.0,56.0,,1292888969.0
4. Tài sản ngắn hạn khác,4. Tài sản ngắn hạn khác,4. Tài sản ngắn hạn khác,155,,-,-,155.0,,,
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,1.012.840.136.561,691.172.721.934,200.0,,1012840136561.0,691172721934.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,502.626.611.247,542.790.801.738,220.0,,502626611247.0,542790801738.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.7,484.963.621.665,524.578.473.102,221.0,57.0,484963621665.0,524578473102.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,761.280.231.481,739.154.713.187,222.0,,761280231481.0,739154713187.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(276.316.609.816),(214.576.240.085),223.0,,-276316609816.0,-214576240085.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,5.8,17.662.989.582,18.212.328.636,227.0,58.0,17662989582.0,18212328636.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,20.333.883.100,20.226.883.100,228.0,,20333883100.0,20226883100.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(2.670.893.518),(2.014.554.464),229.0,,-2670893518.0,-2014554464.0
II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,240,,191.029.377.412,28.573.163.310,240.0,,191029377412.0,28573163310.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,5.9,191.029.377.412,28.573.163.310,242.0,59.0,191029377412.0,28573163310.0
III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,250,,306.487.553.255,111.906.553.255,250.0,,306487553255.0,111906553255.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,5.11,273.581.000.000,79.000.000.000,251.0,511.0,273581000000.0,79000000000.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,5.12,32.906.553.255,32.906.553.255,252.0,512.0,32906553255.0,32906553255.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,12.696.594.647,7.902.203.631,260.0,,12696594647.0,7902203631.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,,12.696.594.647,7.902.203.631,261.0,,12696594647.0,7902203631.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,1.820.836.425.296,1.363.541.865.653,270.0,,1820836425296.0,1363541865653.0
