row_label_raw,row_label_full,TÀI SẢN,Mã số,Số đã báo cáo > VND,Phân loại lại > VND,Số sau phân loại lại > VND,numeric__Mã số,numeric__Số đã báo cáo > VND,numeric__Phân loại lại > VND,numeric__Số sau phân loại lại > VND
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,672.369.143.719,-,672.369.143.719,100.0,672369143719.0,,672369143719.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,149.590.754.736,23.018.731.684,172.609.486.420,130.0,149590754736.0,23018731684.0,172609486420.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,27.186.467.959,23.018.316.963,50.204.784.922,136.0,27186467959.0,23018316963.0,50204784922.0
4. Tài sản thiếu chờ xử lý,4. Tài sản thiếu chờ xử lý,4. Tài sản thiếu chờ xử lý,139,-,414.721,414.721,139.0,,414721.0,414721.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,33.155.445.280,(23.018.731.684),10.136.713.596,150.0,33155445280.0,-23018731684.0,10136713596.0
4. Tài sản ngắn hạn khác,4. Tài sản ngắn hạn khác,4. Tài sản ngắn hạn khác,155,23.018.731.684,(23.018.731.684),-,155.0,23018731684.0,-23018731684.0,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,1.363.541.865.653,-,1.363.541.865.653,270.0,1363541865653.0,,1363541865653.0
