row_label_raw,row_label_full,col_0,Năm 2015VND,Năm 2014VND,numeric__Năm 2015VND,numeric__Năm 2014VND
Tổng thu nhập trước thuế thu nhập doanh,Tổng thu nhập trước thuế thu nhập doanh,Tổng thu nhập trước thuế thu nhập doanh,62.905.054.227,42.763.581.941,62905054227.0,42763581941.0
Các khoản điều chỉnh cho thu nhập chịu thuế,Các khoản điều chỉnh cho thu nhập chịu thuế,Các khoản điều chỉnh cho thu nhập chịu thuế,(22.984.968.203),(3.094.908.967),-22984968203.0,-3094908967.0
Cộng: Chi phí không được trừ,Cộng: Chi phí không được trừ,Cộng: Chi phí không được trừ,1.861.818.161,1.894.751.033,1861818161.0,1894751033.0
Cộng: Lãi CLTG chưa thực hiện năm trước đã thực hiện năm nay,Cộng: Lãi CLTG chưa thực hiện năm trước đã thực hiện năm nay,Cộng: Lãi CLTG chưa thực hiện năm trước đã thực hiện năm nay,3.686.123.636,-,3686123636.0,
Trừ: Thu nhập không chịu thuế,Trừ: Thu nhập không chịu thuế,Trừ: Thu nhập không chịu thuế,28.532.910.000,4.989.660.000,28532910000.0,4989660000.0
Tổng thu nhập chịu thuế,Tổng thu nhập chịu thuế,Tổng thu nhập chịu thuế,39.920.086.024,39.668.672.974,39920086024.0,39668672974.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Thu nhập chịu thuế được hưởng ưu đãi,Trong đó: > - Thu nhập chịu thuế được hưởng ưu đãi,- Thu nhập chịu thuế được hưởng ưu đãi,-,20.306.065.984,,20306065984.0
- Thu nhập chịu thuế không được hưởng ưu đãi,Trong đó: > - Thu nhập chịu thuế không được hưởng ưu đãi,- Thu nhập chịu thuế không được hưởng ưu đãi,39.920.086.024,19.362.606.990,39920086024.0,19362606990.0
Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,,
- Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp > - Thuế suất thuế thu nhập doanh nghiệp,- Thuế suất thuế thu nhập doanh nghiệp,22%,22%,0.22,0.22
- Tỷ lệ thuế được giảm,Thuế suất thuế thu nhập doanh nghiệp > - Tỷ lệ thuế được giảm,- Tỷ lệ thuế được giảm,50%,50%,0.5,0.5
Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Thuế suất thuế thu nhập doanh nghiệp > Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,8.782.418.925,6.493.440.796,8782418925.0,6493440796.0
Điều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế thu nhập hiện hành,Thuế suất thuế thu nhập doanh nghiệp > Điều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế thu nhập hiện hành,Điều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế thu nhập hiện hành,(635.910.308),-,-635910308.0,
Tổng chi phí thuế TNDN hiện hành,Thuế suất thuế thu nhập doanh nghiệp > Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,8.146.508.617,6.493.440.796,8146508617.0,6493440796.0
