row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,25 - 50,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,08 - 10,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,08 - 10,
"Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý",03 - 05,
"Cây lây năm, sức vật làm việc cho sản phẩm","Thiết bị, dụng cụ quản lý > Cây lây năm, sức vật làm việc cho sản phẩm","Cây lây năm, sức vật làm việc cho sản phẩm",05,5.0
Tài sản khác,"Thiết bị, dụng cụ quản lý > Tài sản khác",Tài sản khác,03,3.0
