row_label_raw,row_label_full,col_0,31/12/2015 > Giá trịVND,31/12/2015 > Số có khả năng trả nợVND,01/01/2015 > Giá trịVND,01/01/2015 > Số có khả năng trả nợVND,numeric__31/12/2015 > Giá trịVND,numeric__31/12/2015 > Số có khả năng trả nợVND,numeric__01/01/2015 > Giá trịVND,numeric__01/01/2015 > Số có khả năng trả nợVND
a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,,,,
Phải trả nhà cung cấp nước ngoài,a) Các khoản phải trả người bán ngắn hạn > Phải trả nhà cung cấp nước ngoài,Phải trả nhà cung cấp nước ngoài,179.693.704.953,179.693.704.953,142.715.431.741,142.715.431.741,179693704953.0,179693704953.0,142715431741.0,142715431741.0
Phải trả nhà cung cấp trong nước,a) Các khoản phải trả người bán ngắn hạn > Phải trả nhà cung cấp trong nước,Phải trả nhà cung cấp trong nước,17.077.399.266,17.077.399.266,15.266.308.973,15.266.308.973,17077399266.0,17077399266.0,15266308973.0,15266308973.0
Cộng,a) Các khoản phải trả người bán ngắn hạn > Cộng,Cộng,196.771.104.219,196.771.104.219,157.981.740.714,157.981.740.714,196771104219.0,196771104219.0,157981740714.0,157981740714.0
b) Phải trả người bán là các bên liên quan,b) Phải trả người bán là các bên liên quan,b) Phải trả người bán là các bên liên quan,b) Phải trả người bán là các bên liên quan,b) Phải trả người bán là các bên liên quan,b) Phải trả người bán là các bên liên quan,b) Phải trả người bán là các bên liên quan,,,,
Cộng ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,b) Phải trả người bán là các bên liên quan > Cộng ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,Cộng ty Cổ phần Nhựa và Khoáng sản An Phát - Yên Bái,-,-,241.076.495,241.076.495,,,241076495.0,241076495.0
Cộng,b) Phải trả người bán là các bên liên quan > Cộng,Cộng,-,-,241.076.495,241.076.495,,,241076495.0,241076495.0
5.14. Người mua trả tiền trước ngắn hạn,5.14. Người mua trả tiền trước ngắn hạn,5.14. Người mua trả tiền trước ngắn hạn,5.14. Người mua trả tiền trước ngắn hạn,5.14. Người mua trả tiền trước ngắn hạn,5.14. Người mua trả tiền trước ngắn hạn,5.14. Người mua trả tiền trước ngắn hạn,,,,
,,,31/12/2015,31/12/2015,01/01/2015,01/01/2015,,,,
,,,Giá trịVND,Số có khả năng trả nợVND,Giá trịVND,Số có khả năng trả nợVND,,,,
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,,,,
Người mua trả tiền trước nước ngoài,Người mua trả tiền trước ngắn hạn > Người mua trả tiền trước nước ngoài,Người mua trả tiền trước nước ngoài,10.715.019.167,10.715.019.167,6.099.016.140,6.099.016.140,10715019167.0,10715019167.0,6099016140.0,6099016140.0
Người mua trả tiền trước trong nước,Người mua trả tiền trước ngắn hạn > Người mua trả tiền trước trong nước,Người mua trả tiền trước trong nước,1.155.513.000,1.155.513.000,16.545.553,16.545.553,1155513000.0,1155513000.0,16545553.0,16545553.0
Cộng,Người mua trả tiền trước ngắn hạn > Cộng,Cộng,11.870.532.167,11.870.532.167,6.115.561.693,6.115.561.693,11870532167.0,11870532167.0,6115561693.0,6115561693.0
