row_label_raw,row_label_full,Danh mục bàn giao,VND,numeric__VND
Tiền,Tiền,Tiền,19.465.484,19465484.0
Phải thu của khách hàng,Phải thu của khách hàng,Phải thu của khách hàng,29.654.105.576,29654105576.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,282.651.600,282651600.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,(1.824.919.098),-1824919098.0
Phải trả người bán,Phải trả người bán,Phải trả người bán,(26.042.194.267),-26042194267.0
Phải trả công nhân viên,Phải trả công nhân viên,Phải trả công nhân viên,(916.922.644),-916922644.0
Phải trả khác,Phải trả khác,Phải trả khác,(776.527.801),-776527801.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,(3.605.000.000),-3605000000.0
,,,(3.209.341.150),-3209341150.0
