row_label_raw,row_label_full,Bắt động sản đầu tư cho thuê > Khoản mục,Bắt động sản đầu tư cho thuê > 01/01/2019,Bắt động sản đầu tư cho thuê > Tăng trong năm,Bắt động sản đầu tư cho thuê > Giảm trong năm,Đơn vị tính: VND > 31/12/2019,numeric__Bắt động sản đầu tư cho thuê > 01/01/2019,numeric__Bắt động sản đầu tư cho thuê > Tăng trong năm,numeric__Bắt động sản đầu tư cho thuê > Giảm trong năm,numeric__Đơn vị tính: VND > 31/12/2019
Nguyên giá,Nguyên giá,Nguyên giá,223.859.538.130,4.656.904.962,-,228.516.443.092,223859538130.0,4656904962.0,,228516443092.0
Nhà cửa vật kiến trúc,Nhà cửa vật kiến trúc,Nhà cửa vật kiến trúc,220.451.970.130,4.656.904.962,-,225.108.875.092,220451970130.0,4656904962.0,,225108875092.0
Giá trị quyền sử dụng đất,Giá trị quyền sử dụng đất,Giá trị quyền sử dụng đất,3.407.568.000,-,-,3.407.568.000,3407568000.0,,,3407568000.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,35.328.641.733,5.090.344.484,-,40.418.986.217,35328641733.0,5090344484.0,,40418986217.0
Nhà cửa vật kiến trúc,Nhà cửa vật kiến trúc,Nhà cửa vật kiến trúc,35.328.641.733,5.090.344.484,-,40.418.986.217,35328641733.0,5090344484.0,,40418986217.0
Giá trị quyền sử dụng đất,Giá trị quyền sử dụng đất,Giá trị quyền sử dụng đất,-,-,-,-,,,,
Giá trị còn lại,Giá trị quyền sử dụng đất > Giá trị còn lại,Giá trị còn lại,188.530.896.397,,,188.097.456.875,188530896397.0,,,188097456875.0
Nhà cửa vật kiến trúc,Giá trị quyền sử dụng đất > Nhà cửa vật kiến trúc,Nhà cửa vật kiến trúc,185.123.328.397,,,184.689.888.875,185123328397.0,,,184689888875.0
Giá trị quyền sử dụng đất,Giá trị quyền sử dụng đất > Giá trị quyền sử dụng đất,Giá trị quyền sử dụng đất,3.407.568.000,,,3.407.568.000,3407568000.0,,,3407568000.0
