row_label_raw,row_label_full,col_0,col_1,31/12/2019VND,01/01/2019VND,numeric__col_1,numeric__31/12/2019VND,numeric__01/01/2019VND
a),a),a),Ngắn hạn,5.334.747.003,723.695.109,,5334747003.0,723695109.0
a),a),a),Công cụ dụng cụ đã xuất dùng chờ phân bổ,194.125.008,133.589.275,,194125008.0,133589275.0
a),a),a),Chi phí bảo hiểm,92.164.465,-,,92164465.0,
a),a),a),Chi phí hợp tác truyền thông chờ phân bổ,2.579.804.544,-,,2579804544.0,
a),a),a),Chi phí triển khai phần mềm quản trị nguồn nhân lực Histaff chờ phân bổ,787.500.000,-,,787500000.0,
a),a),a),Phần mềm cung cấp giải pháp hệ thống thông tin điều hành DN,-,194.400.000,,,194400000.0
a),a),a),Chi phí chờ phân bổ khác,1.681.152.986,395.705.834,,1681152986.0,395705834.0
b),b),b),Dài hạn,8.031.809.568,11.024.104.703,,8031809568.0,11024104703.0
b),b),b),Trả trước tiền thuê diện tích tầng 19 cho Công ty Lạc Việt,4.182.896.745,4.297.496.661,,4182896745.0,4297496661.0
b),b),b),Trả trước tiền thuê văn phòng cho Tổng Công ty CP Xây lắp dầu khí Việt Nam,47.431.864,726.462.112,,47431864.0,726462112.0
b),b),b),Công cụ dụng cụ đã xuất dùng chờ phân bổ,2.166.622.965,1.538.744.922,,2166622965.0,1538744922.0
b),b),b),Chi phí chờ phân bổ khác,1.634.857.994,4.461.401.008,,1634857994.0,4461401008.0
b),b),b),Cộng,13.366.556.571,11.747.799.812,,13366556571.0,11747799812.0
