row_label_raw,row_label_full,STT,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2019,Đơn vị tính: VND Năm 2018,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2019,numeric__Đơn vị tính: VND Năm 2018
,,,Tiền và tương đương tiền đầu kỳ,60,,43.156.599.295,24.281.333.152,,60.0,,43156599295.0,24281333152.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,-,24.038,,61.0,,,24038.0
,,,Tiền và tương đương tiền cuối kỳ (70=50+60+61),70,V.01,26.372.910.676,43.156.599.295,,70.0,,26372910676.0,43156599295.0
