row_label_raw,row_label_full,a),Các khoản chi phí bán hàng phát sinh trong năm,Năm 2019 VND > 42.716.522.618,Năm 2018 VND > 19.110.350.756,numeric__Các khoản chi phí bán hàng phát sinh trong năm,numeric__Năm 2019 VND > 42.716.522.618,numeric__Năm 2018 VND > 19.110.350.756
a),a),a),Chi phí nhân viên bán hàng,2.232.342.527,2.459.954.156,,2232342527.0,2459954156.0
a),a),a),Chi phí khấu hao TSCĐ,195.109.092,195.109.092,,195109092.0,195109092.0
a),a),a),Chi phí dịch vụ mua ngoài,40.289.070.999,15.986.415.200,,40289070999.0,15986415200.0
a),a),a),Chi phí bằng tiền khác,-,468.872.308,,,468872308.0
b),b),b),Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,59.324.723.497,53.082.297.519,,59324723497.0,53082297519.0
b),b),b),Chi phí nhân viên quản lý,27.849.691.229,21.357.530.457,,27849691229.0,21357530457.0
b),b),b),Chi phí đồ dùng văn phòng,2.521.396.412,1.276.881.314,,2521396412.0,1276881314.0
b),b),b),Chi phí khấu hao TSCĐ,2.695.486.492,2.376.062.302,,2695486492.0,2376062302.0
b),b),b),"Thuế, phí, lệ phí",275.787.656,206.160.003,,275787656.0,206160003.0
b),b),b),Chi phí dự phòng,12.774.377.547,16.711.636.280,,12774377547.0,16711636280.0
b),b),b),Chi phí dịch vụ mua ngoài,11.880.043.013,9.968.878.499,,11880043013.0,9968878499.0
b),b),b),Chi phí bằng tiền khác,1.327.941.148,1.185.148.664,,1327941148.0,1185148664.0
c),c),c),Các khoản ghi giảm chi phí quản lý doanh nghiệp,(14.068.944.026),-,,-14068944026.0,
c),c),c),Hoàn nhập dự phòng,(14.068.944.026),-,,-14068944026.0,
