row_label_raw,row_label_full,Công ty CP Senreal (trước đây là Công ty CP Đức Trí Tín Phú Quốc),430.544.697,430.544.697_1,5.647.162.994,5.647.162.994_1,numeric__430.544.697,numeric__430.544.697_1,numeric__5.647.162.994,numeric__5.647.162.994_1
Công ty TNHH C.E.O Hospitality (trước là Công ty TNHH MTV Khách sạn và Nghị dưỡng C.E.O),Công ty TNHH C.E.O Hospitality (trước là Công ty TNHH MTV Khách sạn và Nghị dưỡng C.E.O),Công ty TNHH C.E.O Hospitality (trước là Công ty TNHH MTV Khách sạn và Nghị dưỡng C.E.O),2.744.423.606,2.744.423.606,2.759.392.164,2.759.392.164,2744423606.0,2744423606.0,2759392164.0,2759392164.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,20.375.461.844,20.375.461.844,21.390.649.593,21.390.649.593,20375461844.0,20375461844.0,21390649593.0,21390649593.0
Cộng,Cộng,Cộng,45.670.430.147,45.670.430.147,29.797.204.751,29.797.204.751,45670430147.0,45670430147.0,29797204751.0,29797204751.0
