row_label_raw,row_label_full,col_0,col_1,31/12/2019 > Giá trị,31/12/2019 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,01/01/2019 > Giá trị,01/01/2019 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khả năng trả nợ
a),a),a),Ngắn hạn,248.433.754.139,248.433.754.139,1.463.237.579.255,1.475.087.271.119,260.283.446.003,260.283.446.003,,248433754139.0,248433754139.0,1463237579255.0,1475087271119.0,260283446003.0,260283446003.0
a),a),a),Vay ngắn hạn,248.433.754.139,248.433.754.139,1.463.237.579.255,1.475.087.271.119,260.283.446.003,260.283.446.003,,248433754139.0,248433754139.0,1463237579255.0,1475087271119.0,260283446003.0,260283446003.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),38.433.754.139,38.433.754.139,1.066.537.579.255,1.118.387.271.119,90.283.446.003,90.283.446.003,,38433754139.0,38433754139.0,1066537579255.0,1118387271119.0,90283446003.0,90283446003.0
a),a),a),Công ty TNHH MTV Phú Kiên Phú Quốc,-,-,85.000.000.000,85.000.000.000,-,-,,,,85000000000.0,85000000000.0,,
a),a),a),Công ty TNHH C.E.O Quốc tế,-,-,86.700.000.000,86.700.000.000,-,-,,,,86700000000.0,86700000000.0,,
a),a),a),Công ty CP Phát triển nhà và đô thị Phú Quốc (2),210.000.000.000,210.000.000.000,225.000.000.000,185.000.000.000,170.000.000.000,170.000.000.000,,210000000000.0,210000000000.0,225000000000.0,185000000000.0,170000000000.0,170000000000.0
b),b),b),Dài hạn,14.320.120.000,14.320.120.000,-,41.546.000.000,55.866.120.000,55.866.120.000,,14320120000.0,14320120000.0,,41546000000.0,55866120000.0,55866120000.0
b),b),b),Vay dài hạn,14.320.120.000,14.320.120.000,-,41.546.000.000,55.866.120.000,55.866.120.000,,14320120000.0,14320120000.0,,41546000000.0,55866120000.0,55866120000.0
b),b),b),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân,-,-,-,37.500.000.000,37.500.000.000,37.500.000.000,,,,,37500000000.0,37500000000.0,37500000000.0
b),b),b),Vay cá nhân,14.320.120.000,14.320.120.000,-,4.046.000.000,18.366.120.000,18.366.120.000,,14320120000.0,14320120000.0,,4046000000.0,18366120000.0,18366120000.0
b),b),b),Phạm Ngọc Hiệp,-,-,-,4.046.000.000,4.046.000.000,4.046.000.000,,,,,4046000000.0,4046000000.0,4046000000.0
b),b),b),Tạ Thị Huyền (3),5.972.000.000,5.972.000.000,-,-,5.972.000.000,5.972.000.000,,5972000000.0,5972000000.0,,,5972000000.0,5972000000.0
b),b),b),Vũ Thị Tố Lan (4),2.150.000.000,2.150.000.000,-,-,2.150.000.000,2.150.000.000,,2150000000.0,2150000000.0,,,2150000000.0,2150000000.0
b),b),b),Hoàng Văn Sen (5),6.198.120.000,6.198.120.000,-,-,6.198.120.000,6.198.120.000,,6198120000.0,6198120000.0,,,6198120000.0,6198120000.0
b),b),b),Tổng cộng,262.753.874.139,262.753.874.139,1.463.237.579.255,1.516.633.271.119,316.149.566.003,316.149.566.003,,262753874139.0,262753874139.0,1463237579255.0,1516633271119.0,316149566003.0,316149566003.0
