row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải trả nội bộ,Phải trả nội bộ,Phải trả nội bộ,2.557.123,2.024.707,2557123.0,2024707.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,1.323.264,1.208.830,1323264.0,1208830.0
Quỹ khen thưởng phúc lợi (i),Quỹ khen thưởng phúc lợi (i),Quỹ khen thưởng phúc lợi (i),1.160.121,758.642,1160121.0,758642.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,73.738,57.235,73738.0,57235.0
Phải trả bên ngoài,Phải trả bên ngoài,Phải trả bên ngoài,13.011.043,6.817.657,13011043.0,6817657.0
Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,8.636.682,3.861.913,8636682.0,3861913.0
Phải trả liên quan đến hoạt động thể,Phải trả liên quan đến hoạt động thể,Phải trả liên quan đến hoạt động thể,1.101.806,845.133,1101806.0,845133.0
Thu chi hộ giữa các tổ chức tín dụng,Thu chi hộ giữa các tổ chức tín dụng,Thu chi hộ giữa các tổ chức tín dụng,921.272,373.925,921272.0,373925.0
Lãi phải trả tiền gửi đến hạn thanh toán,Lãi phải trả tiền gửi đến hạn thanh toán,Lãi phải trả tiền gửi đến hạn thanh toán,582.587,450.122,582587.0,450122.0
Khoản đặt cọc mua tài sản,Khoản đặt cọc mua tài sản,Khoản đặt cọc mua tài sản,591.600,124.696,591600.0,124696.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,324.768,531.110,324768.0,531110.0
Các khoản phải trả trong nghiệp vụ xử lý nợ,Các khoản phải trả trong nghiệp vụ xử lý nợ,Các khoản phải trả trong nghiệp vụ xử lý nợ,299.745,161.291,299745.0,161291.0
Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,134.884,130.073,134884.0,130073.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,84.735,31.451,84735.0,31451.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,81.448,75.313,81448.0,75313.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,8.751,8.840,8751.0,8840.0
Quỹ Phát triển Khoa học và Công nghệ (ii),Quỹ Phát triển Khoa học và Công nghệ (ii),Quỹ Phát triển Khoa học và Công nghệ (ii),4.039,4.039,4039.0,4039.0
Khác,Khác,Khác,238.726,219.751,238726.0,219751.0
,,,15.568.166,8.842.364,15568166.0,8842364.0
