row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,155.685.142,"41,08",127.446.111,"38,44",155685142.0,41.08,127446111.0,38.44
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,80.735.920,"21,31",67.566.385,"20,38",80735920.0,21.31,67566385.0,20.38
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,62.847.563,"16,59",48.936.377,"14,76",62847563.0,16.59,48936377.0,14.76
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,3.800.943,"1,00",3.650.702,"1,10",3800943.0,1.0,3650702.0,1.1
Doanh nghiệp tự nhân,Doanh nghiệp tự nhân,Doanh nghiệp tự nhân,3.677.942,"0,97",3.328.601,"1,00",3677942.0,0.97,3328601.0,1.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.735.686,"0,46",1.240.655,"0,37",1735686.0,0.46,1240655.0,0.37
Công ty trách nhiệm hữu hạn một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn một thành viên do Nhà nước sở hữu 100% vốn điều lệ,507.120,"0,13",432.051,"0,13",507120.0,0.13,432051.0,0.13
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,350.396,"0,09",407.524,"0,12",350396.0,0.09,407524.0,0.12
Công ty trách nhiệm hữu hạn hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,205.438,"0,05",160.079,"0,05",205438.0,0.05,160079.0,0.05
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,67.089,"0,02",50.220,"0,02",67089.0,0.02,50220.0,0.02
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",15.494,"0,00",265.854,"0,08",15494.0,0.0,265854.0,0.08
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,1.725,"0,00",5.487,"0,01",1725.0,0.0,5487.0,0.01
Khác,Khác,Khác,1.739.826,"0,46",1.402.176,"0,42",1739826.0,0.46,1402176.0,0.42
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,223.367.416,"58,92",204.104.488,"61,56",223367416.0,58.92,204104488.0,61.56
,,,379.052.558,"100,00",331.550.599,"100,00",379052558.0,100.0,331550599.0,100.0
