row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,172.655.821,"45,55",140.668.721,"42,43",172655821.0,45.55,140668721.0,42.43
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",38.982.821,"10,28",37.229.247,"11,23",38982821.0,10.28,37229247.0,11.23
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",38.507.707,"10,16",30.500.874,"9,20",38507707.0,10.16,30500874.0,9.2
"Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",35.695.752,"9,42",37.753.141,"11,39",35695752.0,9.42,37753141.0,11.39
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",19.743.498,"5,21",16.362.452,"4,94",19743498.0,5.21,16362452.0,4.94
Xây dựng,Xây dựng,Xây dựng,19.549.413,"5,16",14.636.011,"4,41",19549413.0,5.16,14636011.0,4.41
Các hoạt động liên quan kinh doanh tài sản và dịch vụ tư vấn,Các hoạt động liên quan kinh doanh tài sản và dịch vụ tư vấn,Các hoạt động liên quan kinh doanh tài sản và dịch vụ tư vấn,10.799.348,"2,85",15.208.694,"4,59",10799348.0,2.85,15208694.0,4.59
"Giáo dục, đào tạo","Giáo dục, đào tạo","Giáo dục, đào tạo",5.576.199,"1,47",5.497.406,"1,66",5576199.0,1.47,5497406.0,1.66
"Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",5.323.682,"1,40",4.349.595,"1,31",5323682.0,1.4,4349595.0,1.31
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",4.780.051,"1,26",3.715.590,"1,12",4780051.0,1.26,3715590.0,1.12
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,4.412.199,"1,16",3.632.790,"1,10",4412199.0,1.16,3632790.0,1.1
Y tế và hoạt động cứu trợ xã hội,Y tế và hoạt động cứu trợ xã hội,Y tế và hoạt động cứu trợ xã hội,3.750.387,"0,99",2.983.254,"0,90",3750387.0,0.99,2983254.0,0.9
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,3.504.335,"0,93",2.350.330,"0,71",3504335.0,0.93,2350330.0,0.71
"Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bất buộc","Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bất buộc","Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bất buộc",1.073.757,"0,28",1.109.931,"0,33",1073757.0,0.28,1109931.0,0.33
Khai khoáng,Khai khoáng,Khai khoáng,793.731,"0,21",831.401,"0,25",793731.0,0.21,831401.0,0.25
Hoạt động chuyên môn khoa học và công nghệ,Hoạt động chuyên môn khoa học và công nghệ,Hoạt động chuyên môn khoa học và công nghệ,240.030,"0,06",260.206,"0,08",240030.0,0.06,260206.0,0.08
Thông tin và truyền thống,Thông tin và truyền thống,Thông tin và truyền thống,188.977,"0,05",160.551,"0,05",188977.0,0.05,160551.0,0.05
"Nghệ thuật vui chơi, giải trí","Nghệ thuật vui chơi, giải trí","Nghệ thuật vui chơi, giải trí",158.785,"0,04",131.093,"0,04",158785.0,0.04,131093.0,0.04
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",8.585,"0,01",7.028,"0,01",8585.0,0.01,7028.0,0.01
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,13.307.480,"3,51",14.162.284,"4,25",13307480.0,3.51,14162284.0,4.25
,,,379.052.558,"100,00",331.550.599,"100,00",379052558.0,100.0,331550599.0,100.0
