row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Các giao dịch,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các công ty con,Các công ty con,Các công ty con,Tiền gửi,672.625,338.127,,672625.0,338127.0
Các công ty con,Các công ty con,Các công ty con,Cho vay,2.853.000,2.280.000,,2853000.0,2280000.0
Các công ty con,Các công ty con,Các công ty con,Nhận tiền gửi,(3.570.917),(2.780.137),,-3570917.0,-2780137.0
Các công ty con,Các công ty con,Các công ty con,Phải thu khác,76.870,74.314,,76870.0,74314.0
Các công ty con,Các công ty con,Các công ty con,Phải trả khác,(57.330),(68.756),,-57330.0,-68756.0
Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Cho vay,2.029,2.553,,2029.0,2553.0
Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Nhận tiền gửi,(192.503),(146.992),,-192503.0,-146992.0
Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Chứng chỉ tiền gửi,(450),(450),,-450.0,-450.0
Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Phải trả khác,(1.415),(2.350),,-1415.0,-2350.0
Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Cho vay,71.610,38.622,,71610.0,38622.0
Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Nhận tiền gửi,(181.253),(224.405),,-181253.0,-224405.0
Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Chứng chỉ tiền gửi,(19.650),(11.070),,-19650.0,-11070.0
Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Phải thu khác,1.167,247,,1167.0,247.0
Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Các bên liên quanđến các thành viên của Ban lãnh đạoNgân hàng,Phải trả khác,(2.659),(3.118),,-2659.0,-3118.0
