row_label_raw,row_label_full,col_0,Sốđầu nămTriệu đồng,Phát sinh trong năm > Sốphải nộpTriệu đồng,Phát sinh trong năm > Sốđã nộpTriệu đồng,Sốcuối nămTriệu đồng,numeric__Sốđầu nămTriệu đồng,numeric__Phát sinh trong năm > Sốphải nộpTriệu đồng,numeric__Phát sinh trong năm > Sốđã nộpTriệu đồng,numeric__Sốcuối nămTriệu đồng
Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,452.711,888.154,(1.325.144),15.721,452711.0,888154.0,-1325144.0,15721.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,35.958,623.458,(621.164),38.252,35958.0,623458.0,-621164.0,38252.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,41.380,408.070,(404.655),44.795,41380.0,408070.0,-404655.0,44795.0
,,,530.049,1.919.682,(2.350.963),98.768,530049.0,1919682.0,-2350963.0,98768.0
Trong đó:Tạm ứng thuế,Trong đó:Tạm ứng thuế,Trong đó:Tạm ứng thuế,(1.061),,,(226.000),-1061.0,,,-226000.0
Thuế và các khoản phảinộp Nhà nước,Thuế và các khoản phảinộp Nhà nước,Thuế và các khoản phảinộp Nhà nước,531.110,,,324.768,531110.0,,,324768.0
