row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcTriệu đồng",Máy mócthiết bịTriệu đồng,Phương tiệnvận chuyểnTriệu đồng,KhácTriệu đồng,Tổng cộngTriệu đồng,"numeric__Nhà cửa,vật kiến trúcTriệu đồng",numeric__Máy mócthiết bịTriệu đồng,numeric__Phương tiệnvận chuyểnTriệu đồng,numeric__KhácTriệu đồng,numeric__Tổng cộngTriệu đồng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,3.769.953,2.417.826,696.475,305.557,7.189.811,3769953.0,2417826.0,696475.0,305557.0,7189811.0
Tăng do mua mới,Nguyên giá > Tăng do mua mới,Tăng do mua mới,3.273,63.982,44.035,11.034,122.324,3273.0,63982.0,44035.0,11034.0,122324.0
Kết chuyển từ đầu tư xây dựng cơ bản vàmua sắm tài sản cố định,Nguyên giá > Kết chuyển từ đầu tư xây dựng cơ bản vàmua sắm tài sản cố định,Kết chuyển từ đầu tư xây dựng cơ bản vàmua sắm tài sản cố định,15.567,102.150,9.303,6.651,133.671,15567.0,102150.0,9303.0,6651.0,133671.0
Tăng do nâng cấp,Nguyên giá > Tăng do nâng cấp,Tăng do nâng cấp,325,1.164,-,-,1.489,325.0,1164.0,,,1489.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(39.176),(30.512),(33.267),(6.195),(109.150),-39176.0,-30512.0,-33267.0,-6195.0,-109150.0
Tái phân loại thành CCDC,Nguyên giá > Tái phân loại thành CCDC,Tái phân loại thành CCDC,-,(40),-,-,(40),,-40.0,,,-40.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,3.749.942,2.554.570,716.546,317.047,7.338.105,3749942.0,2554570.0,716546.0,317047.0,7338105.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,
Số đầu năm,Giá trị khấu hao lũy kế > Số đầu năm,Số đầu năm,816.855,1.410.664,350.376,122.120,2.700.015,816855.0,1410664.0,350376.0,122120.0,2700015.0
Khẩu hao trong năm,Giá trị khấu hao lũy kế > Khẩu hao trong năm,Khẩu hao trong năm,94.704,204.769,67.763,27.291,394.527,94704.0,204769.0,67763.0,27291.0,394527.0
"Thanh lý, nhượng bán","Giá trị khấu hao lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(14.870),(29.688),(32.428),(5.274),(82.260),-14870.0,-29688.0,-32428.0,-5274.0,-82260.0
Số cuối năm,Giá trị khấu hao lũy kế > Số cuối năm,Số cuối năm,896.689,1.585.745,385.711,144.137,3.012.282,896689.0,1585745.0,385711.0,144137.0,3012282.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,2.953.098,1.007.162,346.099,183.437,4.489.796,2953098.0,1007162.0,346099.0,183437.0,4489796.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,2.853.253,968.825,330.835,172.910,4.325.823,2853253.0,968825.0,330835.0,172910.0,4325823.0
