row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,87.020.333,56.106.551,87020333.0,56106551.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,865.668,956.901,865668.0,956901.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,1.212.732,1.114.721,1212732.0,1114721.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,84.941.933,54.034.929,84941933.0,54034929.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,7.808.917,9.201.958,7808917.0,9201958.0
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,23.670,26.748,23670.0,26748.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,10.949.604,9.992.466,10949604.0,9992466.0
Cam kết khác,Cam kết khác,Cam kết khác,325,1.257,325.0,1257.0
,,,105.802.849,75.328.980,105802849.0,75328980.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(594.154),(434.371),-594154.0,-434371.0
Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,105.208.695,74.894.609,105208695.0,74894609.0
