row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
Tiền mặt và vàng,TÀI SẢN > Tiền mặt và vàng,Tiền mặt và vàng,5,7.856.774,7.304.818,5.0,7856774.0,7304818.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,10.114.237,8.560.939,6.0,10114237.0,8560939.0
"Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác",,11.098.919,19.991.993,,11098919.0,19991993.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,7.1,8.195.919,17.582.823,71.0,8195919.0,17582823.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,7.2,2.903.000,2.409.170,72.0,2903000.0,2409170.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,-,19.677,8.0,,19677.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,372.937.945,326.809.350,,372937945.0,326809350.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,379.052.558,331.550.599,9.0,379052558.0,331550599.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11.1,(6.114.613),(4.741.249),111.0,-6114613.0,-4741249.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,10,188.770,301.515,10.0,188770.0,301515.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,285.967,303.915,,285967.0,303915.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(97.197),(2.400),,-97197.0,-2400.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,69.649.137,75.155.549,,69649137.0,75155549.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12.1,34.030.288,52.227.181,121.0,34030288.0,52227181.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,41.650.354,27.322.052,122.0,41650354.0,27322052.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.3,(6.031.505),(4.393.684),123.0,-6031505.0,-4393684.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",,3.297.127,3.123.819,,3297127.0,3123819.0
Đầu tư vào các công ty con,TÀI SẢN > Đầu tư vào các công ty con,Đầu tư vào các công ty con,13.1,3.528.284,3.528.284,131.0,3528284.0,3528284.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,13.2,97.014,257.764,132.0,97014.0,257764.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,13.3,(328.171),(662.229),133.0,-328171.0,-662229.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,7.877.538,8.186.095,,7877538.0,8186095.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14.1,4.325.823,4.489.796,141.0,4325823.0,4489796.0
Nguyễn giá tài sản cố định,TÀI SẢN > Nguyễn giá tài sản cố định,Nguyễn giá tài sản cố định,,7.338.105,7.189.811,,7338105.0,7189811.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(3.012.282),(2.700.015),,-3012282.0,-2700015.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,14.2,3.551.715,3.696.299,142.0,3551715.0,3696299.0
Nguyễn giá tài sản cố định,TÀI SẢN > Nguyễn giá tài sản cố định,Nguyễn giá tài sản cố định,,4.948.857,4.888.212,,4948857.0,4888212.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(1.397.142),(1.191.913),,-1397142.0,-1191913.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,32.879.578,37.066.667,,32879578.0,37066667.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,15.1,24.688.909,21.119.404,151.0,24688909.0,21119404.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",15.2,9.921.655,17.449.280,152.0,9921655.0,17449280.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuế thu nhập doanh nghiệp hoãn lại,Tài sản thuế thu nhập doanh nghiệp hoãn lại,21.2,396.345,440.968,212.0,396345.0,440968.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,15.3,936.083,1.131.056,153.0,936083.0,1131056.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,15.4,(3.063.414),(3.074.041),154.0,-3063414.0,-3074041.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,515.900.025,486.520.422,,515900025.0,486520422.0
