row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,23,29.008.988,32.841.570,23.0,29008988.0,32841570.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,24,(17.434.720),(21.803.373),24.0,-17434720.0,-21803373.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,11.574.268,11.038.197,,11574268.0,11038197.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,5.992.124,5.144.222,,5992124.0,5144222.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(2.052.311),(1.688.112),,-2052311.0,-1688112.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,25,3.939.813,3.456.110,25.0,3939813.0,3456110.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,26,691.791,769.744,26.0,691791.0,769744.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,27,163.664,94.043,27.0,163664.0,94043.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,895.646,1.189.332,,895646.0,1189332.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(405.384),(56.921),,-405384.0,-56921.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,28,490.262,1.132.411,28.0,490262.0,1132411.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",29,38.910,52.381,29.0,38910.0,52381.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,16.898.708,16.542.886,,16898708.0,16542886.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,,(5.734.797),(5.481.593),,-5734797.0,-5481593.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,,(599.756),(540.192),,-599756.0,-540192.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(2.792.942),(4.573.896),,-2792942.0,-4573896.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,30,(9.127.495),(10.595.681),30.0,-9127495.0,-10595681.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,7.771.213,5.947.205,,7771213.0,5947205.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,11,(3.392.653),(2.915.319),11.0,-3392653.0,-2915319.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,4.378.560,3.031.886,,4378560.0,3031886.0
Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/Thu nhập thuế thu nhập doanh nghiệp hoãn lại,21.1,(888.154),(887.428),211.0,-888154.0,-887428.0
Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/Thu nhập thuế thu nhập doanh nghiệp hoãn lại,21.2,(44.623),294.736,212.0,-44623.0,294736.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(932.777),(592.692),,-932777.0,-592692.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,3.445.783,2.439.194,,3445783.0,2439194.0
