row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,5.992.124,5.144.222,5992124.0,5144222.0
Dịch vụ hoa hồng hợp tác bảo hiểm,Dịch vụ hoa hồng hợp tác bảo hiểm,Dịch vụ hoa hồng hợp tác bảo hiểm,2.025.608,1.288.505,2025608.0,1288505.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,1.228.781,1.259.333,1228781.0,1259333.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,865.216,697.776,865216.0,697776.0
Dịch vụ ngăn quỹ,Dịch vụ ngăn quỹ,Dịch vụ ngăn quỹ,314.510,422.022,314510.0,422022.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,1.558.009,1.476.586,1558009.0,1476586.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(2.052.311),(1.688.112),-2052311.0,-1688112.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,(1.390.957),(1.159.924),-1390957.0,-1159924.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(485.026),(401.146),-485026.0,-401146.0
Dịch vụ ngăn quỹ,Dịch vụ ngăn quỹ,Dịch vụ ngăn quỹ,(40.752),(41.980),-40752.0,-41980.0
Hoa hồng môi giới,Hoa hồng môi giới,Hoa hồng môi giới,(38.061),(39.900),-38061.0,-39900.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(61.169),(25.638),-61169.0,-25638.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(36.346),(19.524),-36346.0,-19524.0
,,,3.939.813,3.456.110,3939813.0,3456110.0
