row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021Đồng,Ngày 31 tháng 12năm 2020Đồng,numeric__Ngày 31 tháng 12năm 2021Đồng,numeric__Ngày 31 tháng 12năm 2020Đồng
Vàng SJC,Vàng SJC,Vàng SJC,5.860.000,5.560.000,5860000.0,5560000.0
Vàng SBJ,Vàng SBJ,Vàng SBJ,5.750.000,5.510.000,5750000.0,5510000.0
USD,USD,USD,22.860,23.088,22860.0,23088.0
EUR,EUR,EUR,25.842,28.386,25842.0,28386.0
GBP,GBP,GBP,30.750,31.447,30750.0,31447.0
CHF,CHF,CHF,24.972,26.139,24972.0,26139.0
JPY,JPY,JPY,"199,11","224,00",199.11,224.0
SGD,SGD,SGD,16.862,17.438,16862.0,17438.0
CAD,CAD,CAD,17.881,18.083,17881.0,18083.0
AUD,AUD,AUD,16.674,17.688,16674.0,17688.0
LAK,LAK,LAK,"1,88","2,34",1.88,2.34
THB,THB,THB,698,775,698.0,775.0
NZD,NZD,NZD,15.458,16.618,15458.0,16618.0
