row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",186.984,163.608,186984.0,163608.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,5.734.797,5.481.593,5734797.0,5481593.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,5.132.050,4.909.074,5132050.0,4909074.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,351.506,354.009,351506.0,354009.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,198.754,163.235,198754.0,163235.0
- Chi trang phục,- Chi trang phục,- Chi trang phục,52.487,55.275,52487.0,55275.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.833.310,1.704.489,1833310.0,1704489.0
- Khấu hao và hao mòn tài sản cố định,- Khấu hao và hao mòn tài sản cố định,- Khấu hao và hao mòn tài sản cố định,599.756,540.192,599756.0,540192.0
- Chi phí thuế tài sản,- Chi phí thuế tài sản,- Chi phí thuế tài sản,622.322,539.999,622322.0,539999.0
- Bảo dưỡng và sữa chữa tài sản,- Bảo dưỡng và sữa chữa tài sản,- Bảo dưỡng và sữa chữa tài sản,520.869,507.577,520869.0,507577.0
- Mua sắm công cụ lao động,- Mua sắm công cụ lao động,- Mua sắm công cụ lao động,79.767,105.974,79767.0,105974.0
- Chi bảo hiểm tài sản,- Chi bảo hiểm tài sản,- Chi bảo hiểm tài sản,10.596,10.747,10596.0,10747.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,1.155.882,1.170.903,1155882.0,1170903.0
"- Chi xuất bản tài liệu, quảng cáo","- Chi xuất bản tài liệu, quảng cáo","- Chi xuất bản tài liệu, quảng cáo",450.745,412.186,450745.0,412186.0
"- Chi điện nước, vệ sinh cơ quan","- Chi điện nước, vệ sinh cơ quan","- Chi điện nước, vệ sinh cơ quan",183.318,170.767,183318.0,170767.0
"- Chi vật liệu, giấy tờ in","- Chi vật liệu, giấy tờ in","- Chi vật liệu, giấy tờ in",179.097,193.317,179097.0,193317.0
"- Chi hội nghị, lễ tân, khách tiết","- Chi hội nghị, lễ tân, khách tiết","- Chi hội nghị, lễ tân, khách tiết",84.027,92.502,84027.0,92502.0
- Chi phí bưu điện và điện thoại,- Chi phí bưu điện và điện thoại,- Chi phí bưu điện và điện thoại,20.218,35.846,20218.0,35846.0
- Công tác phí,- Công tác phí,- Công tác phí,11.480,20.703,11480.0,20703.0
"- Chi phí đào tạo, huấn luyện","- Chi phí đào tạo, huấn luyện","- Chi phí đào tạo, huấn luyện",1.631,7.241,1631.0,7241.0
- Các khoản chi phí khác,- Các khoản chi phí khác,- Các khoản chi phí khác,225.366,238.341,225366.0,238341.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,539.157,528.672,539157.0,528672.0
(Hoàn nhập)/Chi phí dự phòng,(Hoàn nhập)/Chi phí dự phòng,(Hoàn nhập)/Chi phí dự phòng,(322.635),1.546.416,-322635.0,1546416.0
- Dự phòng giảm giá đầu tư dài hạn,- Dự phòng giảm giá đầu tư dài hạn,- Dự phòng giảm giá đầu tư dài hạn,(312.008),61.549,-312008.0,61549.0
- Dự phòng rủi ro tài sản Có khác,- Dự phòng rủi ro tài sản Có khác,- Dự phòng rủi ro tài sản Có khác,(10.627),1.484.867,-10627.0,1484867.0
,,,9.127.495,10.595.681,9127495.0,10595681.0
