row_label_raw,row_label_full,"Cổ tức nhận được trong năm từ góp vốn,mua cổ phần",Năm nayTriệu đồng > 1.591,Năm trướcTriệu đồng > 52.381,numeric__Năm nayTriệu đồng > 1.591,numeric__Năm trướcTriệu đồng > 52.381
- Từ công ty con,- Từ công ty con,- Từ công ty con,-,47.230,,47230.0
"- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn",1.591,2.980,1591.0,2980.0
- Từ chứng khoán vốn đầu tư,- Từ chứng khoán vốn đầu tư,- Từ chứng khoán vốn đầu tư,-,2.171,,2171.0
Lãi thanh lý các khoản đầu tư dài hạn khác,Lãi thanh lý các khoản đầu tư dài hạn khác,Lãi thanh lý các khoản đầu tư dài hạn khác,37.319,-,37319.0,
,,,38.910,52.381,38910.0,52381.0
