row_label_raw,row_label_full,col_0,Quyền sử dụng đất,"Nhà, vật kiến trúc",Cộng,numeric__Quyền sử dụng đất,"numeric__Nhà, vật kiến trúc",numeric__Cộng
,,,VND,VND,VND,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,36.852.375.106,86.334.005.828,123.186.380.934,36852375106.0,86334005828.0,123186380934.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,36.852.375.106,86.334.005.828,123.186.380.934,36852375106.0,86334005828.0,123186380934.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,5.204.805.833,9.235.855.273,14.440.661.106,5204805833.0,9235855273.0,14440661106.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,883.783.188,2.273.240.388,3.157.023.576,883783188.0,2273240388.0,3157023576.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,6.088.589.021,11.509.095.661,17.597.684.682,6088589021.0,11509095661.0,17597684682.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,31.647.569.273,77.098.150.555,108.745.719.828,31647569273.0,77098150555.0,108745719828.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,30.763.786.085,74.824.910.167,105.588.696.252,30763786085.0,74824910167.0,105588696252.0
