row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,3.553.731.794,-,3.945.049.919,-,3553731794.0,,3945049919.0,
,,,385.874.424.384,(57.029.572.232),352.266.064.814,(28.602.365.709),385874424384.0,-57029572232.0,352266064814.0,-28602365709.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,
Bên liên quan,a.2) Chi tiết theo đối tượng > Bên liên quan,Bên liên quan,173.316.883.727,(57.029.572.232),173.786.402.790,(28.602.365.709),173316883727.0,-57029572232.0,173786402790.0,-28602365709.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,a.2) Chi tiết theo đối tượng > - Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,403.130.673,-,872.649.736,-,403130673.0,,872649736.0,
- Công ty CP Đầu tư & Phát triển Tân Thành,a.2) Chi tiết theo đối tượng > - Công ty CP Đầu tư & Phát triển Tân Thành,- Công ty CP Đầu tư & Phát triển Tân Thành,172.913.753.054,(57.029.572.232),172.913.753.054,(28.602.365.709),172913753054.0,-57029572232.0,172913753054.0,-28602365709.0
- Công ty TNHH YCH - Protrade,a.2) Chi tiết theo đối tượng > - Công ty TNHH YCH - Protrade,- Công ty TNHH YCH - Protrade,26.100.000.000,-,-,-,26100000000.0,,,
Bên khác,a.2) Chi tiết theo đối tượng > Bên khác,Bên khác,186.457.540.657,-,178.479.662.024,-,186457540657.0,,178479662024.0,
- Công ty TNHH Đầu tư - Xây dựng Tân Phú,a.2) Chi tiết theo đối tượng > - Công ty TNHH Đầu tư - Xây dựng Tân Phú,- Công ty TNHH Đầu tư - Xây dựng Tân Phú,87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Cục thuế Bình Dương,a.2) Chi tiết theo đối tượng > - Cục thuế Bình Dương,- Cục thuế Bình Dương,61.014.602.231,-,61.014.602.231,-,61014602231.0,,61014602231.0,
- Các đối tượng khác,a.2) Chi tiết theo đối tượng > - Các đối tượng khác,- Các đối tượng khác,37.456.515.829,-,29.478.637.196,-,37456515829.0,,29478637196.0,
,,,385.874.424.384,(57.029.572.232),352.266.064.814,(28.602.365.709),385874424384.0,-57029572232.0,352266064814.0,-28602365709.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
"- Các khoản ký quỹ, ký cược","b) Dài hạn > - Các khoản ký quỹ, ký cược","- Các khoản ký quỹ, ký cược",42.000.000,-,42.000.000,-,42000000.0,,42000000.0,
- Phải thu tạm nộp bổ sung tiền sử dụng đất chờ xử lý quyết toán cổ phần hóa (4),b) Dài hạn > - Phải thu tạm nộp bổ sung tiền sử dụng đất chờ xử lý quyết toán cổ phần hóa (4),- Phải thu tạm nộp bổ sung tiền sử dụng đất chờ xử lý quyết toán cổ phần hóa (4),972.238.328.857,(212.044.950.291),972.238.328.857,(141.363.300.194),972238328857.0,-212044950291.0,972238328857.0,-141363300194.0
,,,972.280.328.857,(212.044.950.291),972.280.328.857,(141.363.300.194),972280328857.0,-212044950291.0,972280328857.0,-141363300194.0
