row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
- Phải thu Công ty CP Đầu tư & Phát triển Tân Thành,a.1) Chi tiết theo nội dung > - Phải thu Công ty CP Đầu tư & Phát triển Tân Thành,- Phải thu Công ty CP Đầu tư & Phát triển Tân Thành,172.913.753.054,(57.029.572.232),172.913.753.054,(28.602.365.709),172913753054.0,-57029572232.0,172913753054.0,-28602365709.0
+ Tiền lãi cho vay ngắn hạn,a.1) Chi tiết theo nội dung > + Tiền lãi cho vay ngắn hạn,+ Tiền lãi cho vay ngắn hạn,57.029.572.232,(57.029.572.232),57.029.572.232,(28.602.365.709),57029572232.0,-57029572232.0,57029572232.0,-28602365709.0
+ Tiền lãi bổ sung theo thỏa thuận (1),a.1) Chi tiết theo nội dung > + Tiền lãi bổ sung theo thỏa thuận (1),+ Tiền lãi bổ sung theo thỏa thuận (1),115.884.180.822,-,115.884.180.822,-,115884180822.0,,115884180822.0,
"- Phải thu lãi tiền gửi, cho vay","a.1) Chi tiết theo nội dung > - Phải thu lãi tiền gửi, cho vay","- Phải thu lãi tiền gửi, cho vay",20.112.185.447,-,12.255.156.053,-,20112185447.0,,12255156053.0,
- Phải thu về tạm ứng,a.1) Chi tiết theo nội dung > - Phải thu về tạm ứng,- Phải thu về tạm ứng,13.756.914.423,-,13.914.351.875,-,13756914423.0,,13914351875.0,
"- Các khoản thể chấp, ký quỹ","a.1) Chi tiết theo nội dung > - Các khoản thể chấp, ký quỹ","- Các khoản thể chấp, ký quỹ",436.814.838,-,236.729.085,-,436814838.0,,236729085.0,
- Phải thu cổ tức và lợi nhuận được chia,a.1) Chi tiết theo nội dung > - Phải thu cổ tức và lợi nhuận được chia,- Phải thu cổ tức và lợi nhuận được chia,26.100.000.000,-,-,-,26100000000.0,,,
- Phải thu Cục thuế Bình Dương tiền hoàn thuế do hủy hợp đồng (2),a.1) Chi tiết theo nội dung > - Phải thu Cục thuế Bình Dương tiền hoàn thuế do hủy hợp đồng (2),- Phải thu Cục thuế Bình Dương tiền hoàn thuế do hủy hợp đồng (2),61.014.602.231,-,61.014.602.231,-,61014602231.0,,61014602231.0,
- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (3),a.1) Chi tiết theo nội dung > - Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (3),- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (3),87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
