row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
Bên liên quan,a) Ngắn hạn > Bên liên quan,Bên liên quan,333.017.570,-,471.136.702,-,333017570.0,,471136702.0,
- Công ty CP Phát triển Phú Mỹ,a) Ngắn hạn > - Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,192.121.200,-,346.024.800,-,192121200.0,,346024800.0,
- Công ty CP May mặc Bình Dương,a) Ngắn hạn > - Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,31.567.800,-,72.708.500,-,31567800.0,,72708500.0,
- Công ty CP Hưng Vượng,a) Ngắn hạn > - Công ty CP Hưng Vượng,- Công ty CP Hưng Vượng,109.328.570,-,52.403.402,-,109328570.0,,52403402.0,
Bên khác,a) Ngắn hạn > Bên khác,Bên khác,48.637.896.272,(4.212.059.090),37.350.735.546,(4.203.850.588),48637896272.0,-4212059090.0,37350735546.0,-4203850588.0
- Công ty TNHH Cao su Camel Việt Nam,a) Ngắn hạn > - Công ty TNHH Cao su Camel Việt Nam,- Công ty TNHH Cao su Camel Việt Nam,11.856.390.094,-,-,-,11856390094.0,,,
- Công ty TNHH Ching Feng Việt Nam,a) Ngắn hạn > - Công ty TNHH Ching Feng Việt Nam,- Công ty TNHH Ching Feng Việt Nam,7.661.926.121,-,225.634.226,-,7661926121.0,,225634226.0,
- Các khách hàng khác,a) Ngắn hạn > - Các khách hàng khác,- Các khách hàng khác,24.159.869.108,(4.212.059.090),25.819.656.295,(4.203.850.588),24159869108.0,-4212059090.0,25819656295.0,-4203850588.0
,,,48.970.913.842,(4.212.059.090),37.821.872.248,(4.203.850.588),48970913842.0,-4212059090.0,37821872248.0,-4203850588.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,,,
- Công ty Cổ phần An Bình (*),Bên khác > - Công ty Cổ phần An Bình (*),- Công ty Cổ phần An Bình (*),60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
,,,60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
