row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2025,Năm 2024,numeric__Mối quan hệ,numeric__Năm 2025,numeric__Năm 2024
,,,Mối quan hệ,VND,VND,,,
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,,101.546.043.244,4.847.392.536,,101546043244.0,4847392536.0
- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,Công ty liên kết,2.768.160.000,3.008.872.728,,2768160000.0,3008872728.0
- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,Công ty liên kết,334.005.612,308.322.782,,334005612.0,308322782.0
- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,Công ty liên kết,95.997.019.678,598.297.826,,95997019678.0,598297826.0
- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,Công ty liên kết,586.065.020,12.126.932,,586065020.0,12126932.0
- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,Công ty liên kết,40.907.725,70.168.518,,40907725.0,70168518.0
- Công ty TNHH YCH - Protrade,- Công ty TNHH YCH - Protrade,- Công ty TNHH YCH - Protrade,Công ty liên kết,1.620.017.441,-,,1620017441.0,
- Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Công ty liên kết,199.867.768,849.603.750,,199867768.0,849603750.0
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,1.963.455.766,3.750.490.594,,1963455766.0,3750490594.0
- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,Công ty liên kết,81.149.376,405.011.275,,81149376.0,405011275.0
- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,Công ty liên kết,-,472.258.042,,,472258042.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,1.882.306.390,2.873.221.277,,1882306390.0,2873221277.0
"Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia",,80.709.295.000,43.078.545.000,,80709295000.0,43078545000.0
- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,Công ty liên kết,-,13.500.000.000,,,13500000000.0
- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,Công ty liên kết,51.000.000.000,-,,51000000000.0,
- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,Công ty liên kết,29.709.295.000,29.578.545.000,,29709295000.0,29578545000.0
