row_label_raw,row_label_full,col_0,col_1,Năm 2025,Năm 2024,numeric__col_1,numeric__Năm 2025,numeric__Năm 2024
,,,,VND,VND,,,
Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,,,
-,Vốn đầu tư của chủ sở hữu > -,-,Vốn góp đầu năm,3.000.000.000.000,3.000.000.000.000,,3000000000000.0,3000000000000.0
-,Vốn đầu tư của chủ sở hữu > -,-,Vốn góp cuối năm,3.000.000.000.000,3.000.000.000.000,,3000000000000.0,3000000000000.0
"Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:",,,
-,"Cổ tức, lợi nhuận: > -",-,"Cổ tức, lợi nhuận phải trả đầu năm",477.651.022.447,477.625.525.815,,477651022447.0,477625525815.0
,,,+ Lợi nhuận phải nộp về Ngân sách Nhà nước\( ^{(1)} \),477.609.089.447,477.609.089.447,,477609089447.0,477609089447.0
,,,+ Cổ tức phải trả cổ đông,41.933.000,16.436.368,,41933000.0,16436368.0
-,"Cổ tức, lợi nhuận: > -",-,"Cổ tức, lợi nhuận phải trả trong năm",110.921.384.000,90.000.000.000,,110921384000.0,90000000000.0
,,,+ Lợi nhuận phải nộp về Ngân sách Nhà nước\( ^{(1)} \)&\( ^{(2)} \),(55.000.000),-,,-55000000.0,
,,,+ Cổ tức chia trên lợi nhuận năm trước,110.976.384.000,90.000.000.000,,110976384000.0,90000000000.0
-,"Cổ tức, lợi nhuận: > -",-,"Cổ tức, lợi nhuận đã chỉ trả bằng tiền",110.977.781.062,89.974.503.368,,110977781062.0,89974503368.0
-,"Cổ tức, lợi nhuận: > -",-,"Cổ tức, lợi nhuận còn phải trả cuối năm",477.594.625.385,477.651.022.447,,477594625385.0,477651022447.0
,,,+ Lợi nhuận phải nộp về Ngân sách Nhà nước\( ^{(1)} \),477.554.089.447,477.609.089.447,,477554089447.0,477609089447.0
,,,+ Cổ tức phải trả cổ đông,40.535.938,41.933.000,,40535938.0,41933000.0
