row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,,,,
"Tiền, các khoản tương đươngtiền","Tại ngày 31/12/2025 > Tiền, các khoản tương đươngtiền","Tiền, các khoản tương đươngtiền",386.948.321.632,-,-,386.948.321.632,386948321632.0,,,386948321632.0
"Phải thu khách hàng, phải thukhác","Tại ngày 31/12/2025 > Phải thu khách hàng, phải thukhác","Phải thu khách hàng, phải thukhác",373.603.706.904,820.235.378.566,-,1.193.839.085.470,373603706904.0,820235378566.0,,1193839085470.0
Các khoản cho vay,Tại ngày 31/12/2025 > Các khoản cho vay,Các khoản cho vay,77.273.972.953,9.896.049.652,-,87.170.022.605,77273972953.0,9896049652.0,,87170022605.0
,,,827.826.001.489,830.131.428.218,-,1.657.957.429.707,827826001489.0,830131428218.0,,1657957429707.0
Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,,,,
"Tiền, các khoản tương đươngtiền","Tại ngày 01/01/2025 > Tiền, các khoản tương đươngtiền","Tiền, các khoản tương đươngtiền",348.823.768.931,-,-,348.823.768.931,348823768931.0,,,348823768931.0
"Phải thu khách hàng, phải thukhác","Tại ngày 01/01/2025 > Phải thu khách hàng, phải thukhác","Phải thu khách hàng, phải thukhác",357.281.720.765,890.917.028.663,-,1.248.198.749.428,357281720765.0,890917028663.0,,1248198749428.0
Các khoản cho vay,Tại ngày 01/01/2025 > Các khoản cho vay,Các khoản cho vay,697.511.796.703,9.896.049.652,-,707.407.846.355,697511796703.0,9896049652.0,,707407846355.0
,,,1.403.617.286.399,900.813.078.315,-,2.304.430.364.714,1403617286399.0,900813078315.0,,2304430364714.0
