row_label_raw,row_label_full,col_0,NGUỒN VỐN,MS,TM,31/12/2021VND,01/01/2021VND,numeric__NGUỒN VỐN,numeric__MS,numeric__TM,numeric__31/12/2021VND,numeric__01/01/2021VND
C-,C-,C-,NỘ PHẢI TRẢ (300=310+330),300,,1.221.812.691.059,1.557.029.848.649,,300.0,,1221812691059.0,1557029848649.0
I.,I.,I.,Nợ ngắn hạn,310,,452.509.564.474,621.961.178.516,,310.0,,452509564474.0,621961178516.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,5.13,149.893.533.516,196.804.409.518,,311.0,513.0,149893533516.0,196804409518.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,5.14,45.356.768.146,72.963.762.527,,312.0,514.0,45356768146.0,72963762527.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,5.9,21.891.741.797,18.911.141.740,,313.0,59.0,21891741797.0,18911141740.0
4.,4.,4.,Phải trả người lao động,314,,2.076.925.816,4.676.592.480,,314.0,,2076925816.0,4676592480.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,5.15,64.229.774.966,55.927.453.139,,315.0,515.0,64229774966.0,55927453139.0
6.,6.,6.,Phải trả ngắn hạn khác,319,5.16,42.990.598.097,80.042.573.569,,319.0,516.0,42990598097.0,80042573569.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,5.17,104.735.866.355,171.200.856.762,,320.0,517.0,104735866355.0,171200856762.0
8.,8.,8.,Quỹ khen thưởng phúc lợi,322,,21.334.355.781,21.434.388.781,,322.0,,21334355781.0,21434388781.0
II.,II.,II.,Nợ dài hạn,330,,769.303.126.585,935.068.670.133,,330.0,,769303126585.0,935068670133.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,,967.010.108,706.390.441,,336.0,,967010108.0,706390441.0
2.,2.,2.,Phải trả dài hạn khác,337,5.16,638.876.516.477,634.864.991.683,,337.0,516.0,638876516477.0,634864991683.0
3.,3.,3.,Vay và nợ thuê tài chính dài hạn,338,5.17,129.459.600.000,299.497.288.009,,338.0,517.0,129459600000.0,299497288009.0
D-,D-,D-,VỐN CHỦ SỞ HỮ'U (400 = 410+430),400,,4.224.414.188.809,3.366.304.979.681,,400.0,,4224414188809.0,3366304979681.0
I-,I-,I-,Vốn chủ sở hữu,410,5.18,4.224.414.188.809,3.366.304.979.681,,410.0,518.0,4224414188809.0,3366304979681.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.486.319.650.000,2.686.319.650.000,,411.0,,3486319650000.0,2686319650000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.486.319.650.000,2.686.319.650.000,,,,3486319650000.0,2686319650000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,84.541.583.395,84.824.223.592,,412.0,,84541583395.0,84824223592.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,119.932.273.161,119.932.273.161,,418.0,,119932273161.0,119932273161.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,533.620.682.253,475.228.832.928,,421.0,,533620682253.0,475228832928.0
-,-,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,475.455.145.553,433.299.472.656,,,,475455145553.0,433299472656.0
-,-,-,LNST chưa phân phối kỳ này,421b,,58.165.536.700,41.929.360.272,,,,58165536700.0,41929360272.0
II-,II-,II-,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
,,,TỔNG CỘNG NGUỒN VỐN(440 = 300+400),440,,5.446.226.879.868,4.923.334.828.330,,440.0,,5446226879868.0,4923334828330.0
