row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2021VND,Năm 2020VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2021VND,numeric__Năm 2020VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,74.728.440.346,45.837.700.797,,1.0,61.0,74728440346.0,45837700797.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,6.2,662.046.474,10.454.536.822,,2.0,62.0,662046474.0,10454536822.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,,74.066.393.872,35.383.163.975,,10.0,,74066393872.0,35383163975.0
4.,4.,4.,Giá vốn hàng bán,11,6.3,62.949.469.508,84.041.108.379,,11.0,63.0,62949469508.0,84041108379.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,11.116.924.364,(48.657.944.404),,20.0,,11116924364.0,-48657944404.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.4,317.027.912.850,168.615.460.310,,21.0,64.0,317027912850.0,168615460310.0
7.,7.,7.,Chi phí tài chính,22,6.5,237.140.838.630,40.307.039.880,,22.0,65.0,237140838630.0,40307039880.0
,,,Trong đó: Chi phí lãi vay,23,,155.538.630,1.173.578,,23.0,,155538630.0,1173578.0
8.,8.,8.,Chi phí bán hàng,25,6.6,1.343.123.115,1.142.659.993,,25.0,66.0,1343123115.0,1142659993.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,6.6,30.274.765.740,51.980.623.653,,26.0,66.0,30274765740.0,51980623653.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20+(21-22)-(25+26)},30,,59.386.109.729,26.527.192.380,,30.0,,59386109729.0,26527192380.0
11.,11.,11.,Thu nhập khác,31,,2.174.532.219,12.467.194.150,,31.0,,2174532219.0,12467194150.0
12.,12.,12.,Chi phí khác,32,,3.395.105.248,5.754.818.524,,32.0,,3395105248.0,5754818524.0
13.,13.,13.,Lợi nhuận khác (40 = 31-32),40,,(1.220.573.029),6.712.375.626,,40.0,,-1220573029.0,6712375626.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),50,,58.165.536.700,33.239.568.006,,50.0,,58165536700.0,33239568006.0
15.,15.,15.,Chi phí thuế TNDN hiện hành,51,6.7,,(8.689.792.266),,51.0,67.0,,-8689792266.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,58.165.536.700,41.929.360.272,,60.0,,58165536700.0,41929360272.0
