row_label_raw,row_label_full,col_0,31/12/2021 > Giá gốc,31/12/2021 > Giá trị hợp lý,31/12/2021 > Dự phòng,01/01/2021 > Giá gốc,01/01/2021 > Giá trị hợp lý,01/01/2021 > Dự phòng,numeric__31/12/2021 > Giá gốc,numeric__31/12/2021 > Giá trị hợp lý,numeric__31/12/2021 > Dự phòng,numeric__01/01/2021 > Giá gốc,numeric__01/01/2021 > Giá trị hợp lý,numeric__01/01/2021 > Dự phòng
Đầu tư Công ty liên kết,Đầu tư Công ty liên kết,Đầu tư Công ty liên kết,309.567.505.000,(*),-,333.525.205.000,(*),(24.957.700.000),309567505000.0,,,333525205000.0,,-24957700000.0
Tổng công ty Thăng Long - CTCP (i),Tổng công ty Thăng Long - CTCP (i),Tổng công ty Thăng Long - CTCP (i),239.567.505.000,,-,239.567.505.000,,-,239567505000.0,,,239567505000.0,,
Công ty TNHH BOT Hùng Thắng - Phú Thọ,Công ty TNHH BOT Hùng Thắng - Phú Thọ,Công ty TNHH BOT Hùng Thắng - Phú Thọ,69.000.000.000,,-,69.000.000.000,,-,69000000000.0,,,69000000000.0,,
Công ty CP Bất động sản Thái An (ii),Công ty CP Bất động sản Thái An (ii),Công ty CP Bất động sản Thái An (ii),-,,-,21.157.700.000,,(21.157.700.000),,,,21157700000.0,,-21157700000.0
Công ty CP Tasco Thắng Long (ii),Công ty CP Tasco Thắng Long (ii),Công ty CP Tasco Thắng Long (ii),-,,-,1.800.000.000,,(1.800.000.000),,,,1800000000.0,,-1800000000.0
Công ty CP D - Tech (ii),Công ty CP D - Tech (ii),Công ty CP D - Tech (ii),-,,-,2.000.000.000,,(2.000.000.000),,,,2000000000.0,,-2000000000.0
Công ty CP Bất động sản Quảng Phú (iii),Công ty CP Bất động sản Quảng Phú (iii),Công ty CP Bất động sản Quảng Phú (iii),1.000.000.000,,-,-,,-,1000000000.0,,,,,
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,22.800.000.000,,-,22.800.000.000,,-,22800000000.0,,,22800000000.0,,
Công ty Cổ phần COTABIG,Công ty Cổ phần COTABIG,Công ty Cổ phần COTABIG,300.000.000,,-,300.000.000,,-,300000000.0,,,300000000.0,,
Công ty CP Đầu tư phát triển nhà và đô thị HUD 8,Công ty CP Đầu tư phát triển nhà và đô thị HUD 8,Công ty CP Đầu tư phát triển nhà và đô thị HUD 8,4.500.000.000,,-,4.500.000.000,,-,4500000000.0,,,4500000000.0,,
Công ty TNHH Môi trường Tasco Cù Chi,Công ty TNHH Môi trường Tasco Cù Chi,Công ty TNHH Môi trường Tasco Cù Chi,18.000.000.000,,-,18.000.000.000,,-,18000000000.0,,,18000000000.0,,
Tổng,Tổng,Tổng,2.420.588.821.160,(279.793.000.000),(279.793.000.000),1.918.916.521.160,,(42.807.700.000),2420588821160.0,-279793000000.0,-279793000000.0,1918916521160.0,,-42807700000.0
