row_label_raw,row_label_full,CHỈ TIÊU,MS,TM,Năm 2021VND,Năm 2020VND,numeric__MS,numeric__TM,numeric__Năm 2021VND,numeric__Năm 2020VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,58.165.536.700,33.239.568.006,1.0,,58165536700.0,33239568006.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
- Khấu hao TSCĐ và BĐSĐT,Điều chỉnh cho các khoản > - Khấu hao TSCĐ và BĐSĐT,- Khấu hao TSCĐ và BĐSĐT,02,,966.250.413,(2.135.571.597),2.0,,966250413.0,-2135571597.0
- Các khoản dự phòng,Điều chỉnh cho các khoản > - Các khoản dự phòng,- Các khoản dự phòng,03,,241.841.244.506,16.114.584.342,3.0,,241841244506.0,16114584342.0
"- Lãi, lỗ từ hoạt động đầu tư","Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,,(317.160.912.849),(155.725.260.310),5.0,,-317160912849.0,-155725260310.0
- Chi phí lãi vay,Điều chỉnh cho các khoản > - Chi phí lãi vay,- Chi phí lãi vay,06,,155.538.630,1.173.578,6.0,,155538630.0,1173578.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,(16.032.342.600),(108.505.505.981),8.0,,-16032342600.0,-108505505981.0
"- Tăng, giảm các khoản phải thu","Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu",09,,16.553.351.203,789.904.648.208,9.0,,16553351203.0,789904648208.0
"- Tăng, giảm hàng tồn kho","Điều chỉnh cho các khoản > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,,73.747.811.178,(51.717.568.478),10.0,,73747811178.0,-51717568478.0
"- Tăng, giảm các khoản phải trả","Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải trả","- Tăng, giảm các khoản phải trả",11,,187.024.099.474,(500.271.960.586),11.0,,187024099474.0,-500271960586.0
"- Tăng, giảm chi phí trả trước","Điều chỉnh cho các khoản > - Tăng, giảm chi phí trả trước","- Tăng, giảm chi phí trả trước",12,,960.523.718,(95.478.816),12.0,,960523718.0,-95478816.0
- Tiền lãi vay đã trả,Điều chỉnh cho các khoản > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,,(155.538.630),(1.173.578),14.0,,-155538630.0,-1173578.0
- Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,,(52.122.133.286),(22.217.100.018),15.0,,-52122133286.0,-22217100018.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,209.975.771.057,107.095.860.751,20.0,,209975771057.0,107095860751.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,-,(18.200.021.869),21.0,,,-18200021869.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,611.145.871,12.890.200.000,22.0,,611145871.0,12890200000.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(215.511.355.893),(139.086.300.000),23.0,,-215511355893.0,-139086300000.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,141.574.197.032,6.811.537.485,24.0,,141574197032.0,6811537485.0
Tiền chi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi đầu tư góp vốn vào đơn vị khác,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(558.600.000.000),(248.000.000),25.0,,-558600000000.0,-248000000.0
Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,161.158.976.000,94.973.907.713,26.0,,161158976000.0,94973907713.0
"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,24.070.482.029,8.993.382.219,27.0,,24070482029.0,8993382219.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(446.696.554.961),(33.865.294.452),30.0,,-446696554961.0,-33865294452.0
