row_label_raw,row_label_full,col_0,Năm 2021VND,Năm 2020VND,numeric__Năm 2021VND,numeric__Năm 2020VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,58.165.536.700,33.239.568.006,58165536700.0,33239568006.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,
Các khoản điều chỉnh tăng,Điều chỉnh cho thu nhập chịu thuế > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,1.546.838.489,6.305.117.474,1546838489.0,6305117474.0
Chi phí khác không được trừ,Điều chỉnh cho thu nhập chịu thuế > Chi phí khác không được trừ,Chi phí khác không được trừ,1.546.838.489,6.305.117.474,1546838489.0,6305117474.0
Các khoản điều chỉnh giảm,Điều chỉnh cho thu nhập chịu thuế > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,77.313.134.103,82.993.646.810,77313134103.0,82993646810.0
Thu nhập không chịu thuế,Điều chỉnh cho thu nhập chịu thuế > Thu nhập không chịu thuế,Thu nhập không chịu thuế,76.220.423.802,82.947.787.070,76220423802.0,82947787070.0
Thu nhập được ưu đãi thuế,Điều chỉnh cho thu nhập chịu thuế > Thu nhập được ưu đãi thuế,Thu nhập được ưu đãi thuế,1.092.710.301,45.859.740,1092710301.0,45859740.0
Thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế > Thu nhập chịu thuế,Thu nhập chịu thuế,(17.600.758.914),(43.448.961.330),-17600758914.0,-43448961330.0
Thu nhập tính thuế Thu nhập doanh nghiệp,Điều chỉnh cho thu nhập chịu thuế > Thu nhập tính thuế Thu nhập doanh nghiệp,Thu nhập tính thuế Thu nhập doanh nghiệp,(17.600.758.914),(43.448.961.330),-17600758914.0,-43448961330.0
Thuế suất thuế Thu nhập doanh nghiệp,Điều chỉnh cho thu nhập chịu thuế > Thuế suất thuế Thu nhập doanh nghiệp,Thuế suất thuế Thu nhập doanh nghiệp,20%,20%,0.2,0.2
Thuế thu nhập doanh nghiệp,Điều chỉnh cho thu nhập chịu thuế > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,(8.689.792.266),,-8689792266.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Điều chỉnh cho thu nhập chịu thuế > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,-,(8.689.792.266),,-8689792266.0
Tổng,Điều chỉnh cho thu nhập chịu thuế > Tổng,Tổng,-,(8.689.792.266),,-8689792266.0
