row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2021VND,01/01/2021VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2021VND,numeric__01/01/2021VND
A - TÀI SẢN NGĂN HẠN(100 = 110+120+130+140+150),A - TÀI SẢN NGĂN HẠN(100 = 110+120+130+140+150),A - TÀI SẢN NGĂN HẠN(100 = 110+120+130+140+150),A - TÀI SẢN NGĂN HẠN(100 = 110+120+130+140+150),100,,1.917.395.978.406,1.584.995.879.740,,100.0,,1917395978406.0,1584995879740.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,381.325.460.207,54.548.922.527,,110.0,51.0,381325460207.0,54548922527.0
1.,1.,1.,Tiền,111,,160.325.460.207,41.548.922.527,,111.0,,160325460207.0,41548922527.0
2.,2.,2.,Các khoản tương đương tiền,112,,221.000.000.000,13.000.000.000,,112.0,,221000000000.0,13000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,73.389.607.184,39.595.000.000,,120.0,,73389607184.0,39595000000.0
1.,1.,1.,Đầu tư nắm giữ đến ngày đáo hạn,123,5.2,73.389.607.184,39.595.000.000,,123.0,52.0,73389607184.0,39595000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.438.991.785.164,1.438.280.852.296,,130.0,,1438991785164.0,1438280852296.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,326.610.501.559,602.156.392.372,,131.0,53.0,326610501559.0,602156392372.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,5.4,30.598.750.423,24.985.638.520,,132.0,54.0,30598750423.0,24985638520.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,5.5,488.707.858.861,404.702.000.000,,135.0,55.0,488707858861.0,404702000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,5.6,607.345.036.377,415.851.238.954,,136.0,56.0,607345036377.0,415851238954.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,5.7,(14.270.362.056),(9.414.417.550),,137.0,57.0,-14270362056.0,-9414417550.0
,,,Tài sản thiếu chờ xử lý,139,,-,-,,139.0,,,
IV.,IV.,IV.,Hàng tồn kho,140,5.8,23.586.452.857,52.447.240.118,,140.0,58.0,23586452857.0,52447240118.0
1.,1.,1.,Hàng tồn kho,141,,23.586.452.857,52.447.240.118,,141.0,,23586452857.0,52447240118.0
,,,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,102.672.994,123.864.799,,150.0,,102672994.0,123864799.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,,93.946.894,115.138.699,,151.0,,93946894.0,115138699.0
,,,Thuế GTGT được khấu trừ,152,,-,-,,152.0,,,
2.,2.,2.,Thuế và các khoản khác phải thu Nhà nước,153,5.9,8.726.100,8.726.100,,153.0,59.0,8726100.0,8726100.0
B - TÀI SẢN DÀI HẠN(200=210+220+230+240+250),B - TÀI SẢN DÀI HẠN(200=210+220+230+240+250),B - TÀI SẢN DÀI HẠN(200=210+220+230+240+250),B - TÀI SẢN DÀI HẠN(200=210+220+230+240+250),200,,3.528.830.901.462,3.338.338.948.590,,200.0,,3528830901462.0,3338338948590.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,380.253.106.319,402.352.143.091,,210.0,,380253106319.0,402352143091.0
1.,1.,1.,Phải thu dài hạn khác,216,5.6,380.253.106.319,402.352.143.091,,216.0,56.0,380253106319.0,402352143091.0
,,,Dự phòng phải thu dài hạn khó đòi,219,5.7,-,-,,219.0,57.0,,
II.,II.,II.,Tài sản cố định,220,5.10,9.827.590.552,11.097.245.078,,220.0,510.0,9827590552.0,11097245078.0
1.,1.,1.,Tài sản cố định hữu hình,221,,9.827.590.552,11.097.245.078,,221.0,,9827590552.0,11097245078.0
