row_label_raw,row_label_full,col_0,55 cuol nam,55 cuol nam_1,55 cuol nam_2,55 dau nam(Trinh bay lat),numeric__55 cuol nam,numeric__55 cuol nam_1,numeric__55 cuol nam_2,numeric__55 dau nam(Trinh bay lat)
,,,VND,G18 gbc,G18 gbc,DV phong,,,,
"Neyuan Ileu, var Ileu","Neyuan Ileu, var Ileu","Neyuan Ileu, var Ileu",1.649.849.871.891,(5.810.004.598),1.322.933.331.123,(1.117.188.031),1649849871891.0,-5810004598.0,1322933331123.0,-1117188031.0
"Chih piri san xuej, kinh down dd dang","Chih piri san xuej, kinh down dd dang","Chih piri san xuej, kinh down dd dang",34.498.929.400,,41.020.338.882,-,34498929400.0,,41020338882.0,
Hang hda,Hang hda,Hang hda,51.422.857.817,(2.443.660.905),65.405.430.492,(5.248.266.115),51422857817.0,-2443660905.0,65405430492.0,-5248266115.0
Hang hda,Hang hda,Hang hda,1.736.252.781.133,(8.253.665.503),1.431.480.690.315,(6.365.454.146),1736252781133.0,-8253665503.0,1431480690315.0,-6365454146.0
