row_label_raw,row_label_full,Tên công ty,Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu %,Tỷ lệ biểu quyết nằm giữ %,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu %,numeric__Tỷ lệ biểu quyết nằm giữ %,numeric__Hoạt động chính
Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,Công ty Cổ phần Thủy điện Nậm Chiến,Sơn La,"20,16","20,16",Sản xuất điện,,20.16,20.16,
Công ty Cổ phần Năng lượng Sông Hồng,Công ty Cổ phần Năng lượng Sông Hồng,Công ty Cổ phần Năng lượng Sông Hồng,Yền Bái,"44,07","44,07",Sản xuất điện,,44.07,44.07,
Công ty Cổ phần Máy - Thiết bị Dầu khí Miền Bắc Việt Nam,Công ty Cổ phần Máy - Thiết bị Dầu khí Miền Bắc Việt Nam,Công ty Cổ phần Máy - Thiết bị Dầu khí Miền Bắc Việt Nam,Hà Nội,"17,84","34,58",Thương mại,,17.84,34.58,
