row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,VND,VND,,
Dự án Thủy điện Luang Prabang (*),Dự án Thủy điện Luang Prabang (*),Dự án Thủy điện Luang Prabang (*),131.564.171.361,131.564.171.361,131564171361.0,131564171361.0
"Dự án Nhà máy Điện khí Nhơn Trạch 3, 4","Dự án Nhà máy Điện khí Nhơn Trạch 3, 4","Dự án Nhà máy Điện khí Nhơn Trạch 3, 4",57.008.656.021,15.162.403.247,57008656021.0,15162403247.0
Dự án Tiểu khu 2 Nhơn Trạch,Dự án Tiểu khu 2 Nhơn Trạch,Dự án Tiểu khu 2 Nhơn Trạch,25.703.457.197,25.703.457.197,25703457197.0,25703457197.0
Nhà máy Thủy điện Hủa Na,Nhà máy Thủy điện Hủa Na,Nhà máy Thủy điện Hủa Na,20.465.053.569,16.065.251.283,20465053569.0,16065251283.0
Các dự án khác,Các dự án khác,Các dự án khác,16.246.309.097,31.596.225.088,16246309097.0,31596225088.0
,,,250.987.647.245,220.091.508.176,250987647245.0,220091508176.0
