row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,VND,VND,,
a. Trả trước cho người bán ngắn hạn,a. Trả trước cho người bán ngắn hạn,a. Trả trước cho người bán ngắn hạn,93.185.186.979,111.784.324.575,93185186979.0,111784324575.0
Công ty TNHH Thương mại và Dịch vụ Kỹ thuật Phú Thái,Công ty TNHH Thương mại và Dịch vụ Kỹ thuật Phú Thái,Công ty TNHH Thương mại và Dịch vụ Kỹ thuật Phú Thái,10.635.634.470,-,10635634470.0,
Tổng Công ty Xây dựng và Phát triển Hạ tầng,Tổng Công ty Xây dựng và Phát triển Hạ tầng,Tổng Công ty Xây dựng và Phát triển Hạ tầng,9.825.643.169,9.825.643.169,9825643169.0,9825643169.0
Công ty Cố phần Phát triển Mê Kông,Công ty Cố phần Phát triển Mê Kông,Công ty Cố phần Phát triển Mê Kông,-,7.082.694.099,,7082694099.0
Công ty Cố phần Xây lắp Dầu khí Miền Trung,Công ty Cố phần Xây lắp Dầu khí Miền Trung,Công ty Cố phần Xây lắp Dầu khí Miền Trung,7.045.317.471,7.045.317.471,7045317471.0,7045317471.0
Công ty Cố phần Licogi Quảng Ngãi,Công ty Cố phần Licogi Quảng Ngãi,Công ty Cố phần Licogi Quảng Ngãi,6.570.785.550,6.570.785.550,6570785550.0,6570785550.0
Công ty TNHH 45,Công ty TNHH 45,Công ty TNHH 45,4.593.493.781,4.593.493.781,4593493781.0,4593493781.0
Công ty TNHH Đại Hiệp,Công ty TNHH Đại Hiệp,Công ty TNHH Đại Hiệp,3.419.663.484,3.419.663.484,3419663484.0,3419663484.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,51.094.649.054,73.246.727.021,51094649054.0,73246727021.0
b. Trả trước cho các bên liên quan(Chi tiết tai Thuyết minh số 40),b. Trả trước cho các bên liên quan(Chi tiết tai Thuyết minh số 40),b. Trả trước cho các bên liên quan(Chi tiết tai Thuyết minh số 40),3.933.117.294,8.118.349.214,3933117294.0,8118349214.0
,,,97.118.304.273,119.902.673.789,97118304273.0,119902673789.0
