row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm nay,Năm trước,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,11.991.539.015.201,13.807.690.797.580,,,11991539015201.0,13807690797580.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,18.385.263.094,58.468.825.890,,,18385263094.0,58468825890.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,11.973.153.752.107,13.749.221.971.690,,,11973153752107.0,13749221971690.0
11,11,11,4. Giá vốn hàng bán,VI.03,10.632.177.882.578,11.802.962.885.062,,,10632177882578.0,11802962885062.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch,,1.340.975.869.529,1.946.259.086.628,,,1340975869529.0,1946259086628.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,233.545.689.673,280.672.224.103,,,233545689673.0,280672224103.0
22,22,22,7. Chi phí tài chính,VI.05,791.357.925.125,564.524.518.008,,,791357925125.0,564524518008.0
23,23,23,Trong đó: Chi phí lãi vay,,741.754.262.109,470.435.819.831,,,741754262109.0,470435819831.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên kết, liên doanh",,,,,,,
25,24 > 25,25,8. Chi phí bán hàng,VI.06,164.671.561.165,370.938.611.104,,,164671561165.0,370938611104.0
26,24 > 26,26,9. Chi phí quản lý doanh nghiệp,VI.06,299.639.710.656,246.384.417.419,,,299639710656.0,246384417419.0
30,24 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,318.852.362.256,1.045.083.764.200,,,318852362256.0,1045083764200.0
31,24 > 31,31,11. Thu nhập khác,VI.07,18.093.937.205,30.097.845.897,,,18093937205.0,30097845897.0
32,24 > 32,32,12. Chi phí khác,VI.08,17.804.875.305,13.197.479.582,,,17804875305.0,13197479582.0
40,24 > 40,40,13. Lợi nhuận khác,,289.061.900,16.900.366.315,,,289061900.0,16900366315.0
50,24 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,319.141.424.156,1.061.984.130.515,,,319141424156.0,1061984130515.0
51,24 > 51,51,15. Chi phí thuế TNDN hiện hành,VI.10,70.582.325.528,95.246.434.355,,,70582325528.0,95246434355.0
52,24 > 52,52,16. Chi phí thuế TNDN hoãn lại,VI.11,(3.140.272.584),4.152.950.854,,,-3140272584.0,4152950854.0
60,24 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,251.699.371.212,962.584.745.306,,,251699371212.0,962584745306.0
61,24 > 61,61,18. Lợi nhuận kế toán sau thuế của công ty mẹ,,195.034.280.361,628.390.227.095,,,195034280361.0,628390227095.0
62,24 > 62,62,19. Lợi nhuận kế toán sau thuế của cổ đông không kiểm soát,,56.665.090.851,334.194.518.211,,,56665090851.0,334194518211.0
70,24 > 70,70,20. Lãi cơ bản trên cổ phiếu,VI.12,580,1.883,,,580.0,1883.0
71,24 > 71,71,21. Lãi suy giảm trên cổ phiếu,VI.13,580,1.883,,,580.0,1883.0
