row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn,,
Chi tiết các khoản vay dài hạn,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn > Chi tiết các khoản vay dài hạn,Chi tiết các khoản vay dài hạn,342.547.500.000,121.235.000.000,342547500000.0,121235000000.0
Ngân Hàng Công Thương - CN Đông - Hà Nội,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn > Ngân Hàng Công Thương - CN Đông - Hà Nội,Ngân Hàng Công Thương - CN Đông - Hà Nội,,1.403.287.822.696,,1403287822696.0
Ngân hàng TMCP Phát Triển Tp HCM - Rạch Dừa Vũng Tàu,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn > Ngân hàng TMCP Phát Triển Tp HCM - Rạch Dừa Vũng Tàu,Ngân hàng TMCP Phát Triển Tp HCM - Rạch Dừa Vũng Tàu,1.878.000.000.000,,1878000000000.0,
Ngân hàng Công Thương - CN Đồng Tháp,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn > Ngân hàng Công Thương - CN Đồng Tháp,Ngân hàng Công Thương - CN Đồng Tháp,74.817.522.000,113.075.522.000,74817522000.0,113075522000.0
Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh An Giang,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn > Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh An Giang,Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh An Giang,200.000.000.000,,200000000000.0,
First Commercial Bank - Ho Chi Minh City Branch,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn > First Commercial Bank - Ho Chi Minh City Branch,First Commercial Bank - Ho Chi Minh City Branch,6.288.000.000,12.280.000.000,6288000000.0,12280000000.0
Ngân hàng Ngoại thương,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn > Ngân hàng Ngoại thương,Ngân hàng Ngoại thương,1.324.000.000,1.852.000.000,1324000000.0,1852000000.0
Ngân hàng ACB,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn > Ngân hàng ACB,Ngân hàng ACB,750.000.000,2.250.000.000,750000000.0,2250000000.0
Ngân hàng Xăng Dầu Petrolimex,13. VAY VÀ NỘ THUÊ TÀI CHÍNH (Tiếp theo)b) Vay dài hạn > Ngân hàng Xăng Dầu Petrolimex,Ngân hàng Xăng Dầu Petrolimex,8.332.500.000,14.392.500.000,8332500000.0,14392500000.0
